year,contest_type,office,district,source_file,source_file_stem,source_file_hash,source_relative_path,same_hash_file_count,is_exact_duplicate_export
2026,county_commissioner,Multnomah County Commissioner,2,Cruz.xls,Cruz,684e89b1f2c7fbaadf41a22ab0c301c651b7bb808f1fc2e01a9b6985046cc5bd,county_commisioner_d2/Cruz.xls,1,False
2026,county_commissioner,Multnomah County Commissioner,2,Greene.xls,Greene,25253542a1db43b4011c175d474abe8982dda150325d3cef138e7cb4226a8094,county_commisioner_d2/Greene.xls,1,False
2026,county_commissioner,Multnomah County Commissioner,2,Norris.xls,Norris,7fb465b2dc54930db068a636da1fbe074f47ec11e5ca4f511f8b220a4cc79955,county_commisioner_d2/Norris.xls,1,False
2026,county_commissioner,Multnomah County Commissioner,2,Williams.xls,Williams,ab0bdcf9ef1f1d8d7f4b392086a46d84b630f118d6ac3a4d24c8bdb943fd2ad1,county_commisioner_d2/Williams.xls,1,False
2026,county_commissioner,Multnomah County Commissioner,2,Zaghloul.xls,Zaghloul,f22873dd08558878042d2953914387c45fbce372e2d60fc822238dddc3fc0bed,county_commisioner_d2/Zaghloul.xls,1,False
