year,contest_type,office,district,source_file,source_file_stem,source_file_hash,source_relative_path,source_rows,reported_expenditure_rows,reported_expenditure_amount,reported_contribution_rows,reported_contribution_amount,filer,filer_id,source_candidate_name,source_candidate_name_norm
2026,county_commissioner,Multnomah County Commissioner,2,Cruz.xls,Cruz,684e89b1f2c7fbaadf41a22ab0c301c651b7bb808f1fc2e01a9b6985046cc5bd,county_commisioner_d2/Cruz.xls,92,12,8963.6,80,28655.7,Friends of Serena Cruz,25049,Cruz,cruz
2026,county_commissioner,Multnomah County Commissioner,2,Greene.xls,Greene,25253542a1db43b4011c175d474abe8982dda150325d3cef138e7cb4226a8094,county_commisioner_d2/Greene.xls,183,68,53403.16999999999,114,68482.35,Friends of Herman Greene,21290,Greene,greene
2026,county_commissioner,Multnomah County Commissioner,2,Norris.xls,Norris,7fb465b2dc54930db068a636da1fbe074f47ec11e5ca4f511f8b220a4cc79955,county_commisioner_d2/Norris.xls,98,50,8585.45,45,12875.6,FRIENDS OF NATHAN ONG NORRIS,25080,Norris,norris
2026,county_commissioner,Multnomah County Commissioner,2,Williams.xls,Williams,ab0bdcf9ef1f1d8d7f4b392086a46d84b630f118d6ac3a4d24c8bdb943fd2ad1,county_commisioner_d2/Williams.xls,102,43,1480.63,58,7781.0,Friends of Bri Williams,24888,Williams,williams
2026,county_commissioner,Multnomah County Commissioner,2,Zaghloul.xls,Zaghloul,f22873dd08558878042d2953914387c45fbce372e2d60fc822238dddc3fc0bed,county_commisioner_d2/Zaghloul.xls,379,178,110438.63,189,114079.0,Elect Nabil,23611,Zaghloul,zaghloul
