source,year_filter,district_filter,outcome,feature,family,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,pearson_p_fdr,spearman_p_fdr
OpenElections contributions,2024,all,first_place_votes,bin_amount_large,overall_bins,65,0.5069163894738291,1.6399631121673192e-05,0.6797578502640532,4.770541351850801e-10,0.5069163894738291,0.6797578502640532,5.1128261732275246e-05,2.198597318679065e-09
OpenElections contributions,2024,all,first_place_votes,bin_amount_share_large,overall_bins,65,-0.07881932370379138,0.5325594183484441,0.052173542535093015,0.6797852776240699,0.07881932370379138,0.052173542535093015,0.680136124637772,0.7352779533484838
OpenElections contributions,2024,all,first_place_votes,bin_count_large,overall_bins,65,0.5160202068210051,1.0847343656614245e-05,0.6917906439459356,1.7584393575533048e-10,0.5160202068210051,0.6917906439459356,3.593182586253469e-05,9.171466922431286e-10
OpenElections contributions,2024,all,first_place_votes,bin_count_share_large,overall_bins,65,-0.040314203611583777,0.7498428039303061,0.16364911665240406,0.19271733229363525,0.040314203611583777,0.16364911665240406,0.8546595399635747,0.24912240516006506
OpenElections contributions,2024,all,first_place_votes,bin_amount_mega,overall_bins,65,0.2634931120018017,0.03394165683432583,0.3396384607916824,0.005641555518758428,0.2634931120018017,0.3396384607916824,0.0877516005960619,0.01161192000652047
OpenElections contributions,2024,all,first_place_votes,bin_amount_share_mega,overall_bins,65,0.22952500861249026,0.06588243444164665,0.3373036530976162,0.006001716920011915,0.22952500861249026,0.3373036530976162,0.1342988086695105,0.01200343384002383
OpenElections contributions,2024,all,first_place_votes,bin_count_mega,overall_bins,65,0.25880422517495,0.037372534493575624,0.33973792733390173,0.005626643917216975,0.25880422517495,0.33973792733390173,0.08780233919668831,0.01161192000652047
OpenElections contributions,2024,all,first_place_votes,bin_count_share_mega,overall_bins,65,0.28980000454153837,0.019201294939822613,0.34108720501121814,0.005427766715966324,0.28980000454153837,0.34108720501121814,0.05218813496464608,0.01161192000652047
OpenElections contributions,2024,all,first_place_votes,cash_amount,cash_in_kind,65,0.7451076849001602,1.098405125522171e-12,0.7588723776223776,2.4057234282114816e-13,0.7451076849001602,0.7588723776223776,1.4553867913168768e-11,3.1875835423802134e-12
OpenElections contributions,2024,all,first_place_votes,cash_amount_share,cash_in_kind,65,0.010526873971162882,0.9336719299677415,-0.19183417197784577,0.12580305522776117,0.010526873971162882,0.19183417197784577,0.9495662751081371,0.17318342667717773
OpenElections contributions,2024,all,first_place_votes,cash_count,cash_in_kind,65,0.683477947464063,3.521751667407637e-10,0.7173155301513232,1.788664734756603e-11,0.683477947464063,0.7173155301513232,2.871582128809304e-09,1.2639897458946662e-10
OpenElections contributions,2024,all,first_place_votes,cash_count_share,cash_in_kind,65,0.09508508572021031,0.45118831412762894,-0.08279582533278267,0.5120194707027172,0.09508508572021031,0.08279582533278267,0.6211163804873854,0.5899354771140003
OpenElections contributions,2024,all,first_place_votes,in_kind_amount,cash_in_kind,65,0.2597732317271011,0.03664083531507894,0.50611283701073,1.6999384911392145e-05,0.2597732317271011,0.50611283701073,0.08780233919668831,4.6203456425835066e-05
OpenElections contributions,2024,all,first_place_votes,in_kind_amount_share,cash_in_kind,65,0.0606118914399674,0.6314917074989879,0.45659883797513606,0.00013182938852900557,0.0606118914399674,0.45659883797513606,0.7606604658510535,0.00034082719961157535
OpenElections contributions,2024,all,first_place_votes,in_kind_count,cash_in_kind,65,0.257238072552806,0.03858077725957538,0.5135353793433336,1.2157140562452317e-05,0.257238072552806,0.5135353793433336,0.08780233919668831,3.3912023674209094e-05
OpenElections contributions,2024,all,first_place_votes,in_kind_count_share,cash_in_kind,65,-0.08930736492432598,0.47927827891129904,0.4386446070383289,0.0002572461722319423,0.08930736492432598,0.4386446070383289,0.6453628311071168,0.000649240339442521
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_micro,cash_in_kind_bins,65,0.5717673457540164,6.525837299619591e-07,0.621939093617377,3.2066569509222566e-08,0.5717673457540164,0.621939093617377,2.6605336683064484e-06,1.1708440133066957e-07
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_share_micro,cash_in_kind_bins,65,-0.0889636948100849,0.48097795903266244,-0.18168904818663478,0.14748055036070354,0.0889636948100849,0.18168904818663478,0.6453628311071168,0.20042228638762277
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_small,cash_in_kind_bins,65,0.781017372646036,1.669790698020328e-14,0.7757537382754547,3.235233210495887e-14,0.781017372646036,0.7757537382754547,4.138490918901233e-13,1.2655236291683524e-12
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_share_small,cash_in_kind_bins,65,0.25738664080392504,0.03846478760265047,0.3010118228826919,0.014828224131291192,0.25738664080392504,0.3010118228826919,0.08780233919668831,0.027575293998541518
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_medium,cash_in_kind_bins,65,0.6757008417497894,6.609165950899489e-10,0.7173975885847261,1.7748595442465963e-11,0.6757008417497894,0.7173975885847261,3.687218898922873e-09,1.2639897458946662e-10
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_share_medium,cash_in_kind_bins,65,0.03633317929215988,0.7738530773036303,0.3012710600773977,0.014738200701891583,0.03633317929215988,0.3012710600773977,0.8634571178335243,0.027575293998541518
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_large,cash_in_kind_bins,65,0.5178698248872322,9.95906298892468e-06,0.6908556360822289,1.9035120027687574e-10,0.5178698248872322,0.6908556360822289,3.405357022019407e-05,9.171466922431286e-10
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_share_large,cash_in_kind_bins,65,-0.09763197031617636,0.43910099373795636,0.1650503802795271,0.18888288875986464,0.09763197031617636,0.1650503802795271,0.6211163804873854,0.24718007664871175
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_micro,cash_in_kind_bins,65,0.11023380415702781,0.38203260410341494,0.15655629504968868,0.21298377284740894,0.11023380415702781,0.15655629504968868,0.5599727223948449,0.2720033725521126
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_share_micro,cash_in_kind_bins,28,-0.1493967334446834,0.44799341191763503,-0.1568920078022022,0.4252767586240316,0.1493967334446834,0.1568920078022022,0.6211163804873854,0.5038820395361133
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_small,cash_in_kind_bins,65,0.2544969315759432,0.04077341084365937,0.4236280645785903,0.0004376639382482918,0.2544969315759432,0.4236280645785903,0.08932284206339942,0.0010543722148708848
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_share_small,cash_in_kind_bins,28,0.4507327132365463,0.016077830121903246,0.30630811935614544,0.11289580176157987,0.4507327132365463,0.30630811935614544,0.04484868402425642,0.1595593998230329
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_medium,cash_in_kind_bins,65,0.20257753616534074,0.1055827134221479,0.42736899172309695,0.00038427393776699624,0.20257753616534074,0.42736899172309695,0.20725495597680882,0.0009472799396116651
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_share_medium,cash_in_kind_bins,28,-0.03895342094615592,0.8439848695772146,-0.0008426259568053848,0.9966046429194566,0.03895342094615592,0.0008426259568053848,0.9036605674261086,0.9996772651476795
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_large,cash_in_kind_bins,65,0.07651664749972951,0.5446367276025919,0.22330969668945894,0.0737596177910492,0.07651664749972951,0.22330969668945894,0.6872796800699373,0.11846241645229114
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_share_large,cash_in_kind_bins,28,-0.39231710533473896,0.03893122587022972,-0.4633713599885724,0.013014645433403594,0.39231710533473896,0.4633713599885724,0.08780233919668831,0.02508277119892329
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_mega,cash_in_kind_bins,65,0.25880422517495,0.037372534493575624,0.33973792733390173,0.005626643917216975,0.25880422517495,0.33973792733390173,0.08780233919668831,0.01161192000652047
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_share_mega,cash_in_kind_bins,28,0.04424101089736761,0.8231172722199579,0.31387064215070626,0.10383679763875232,0.04424101089736761,0.31387064215070626,0.8994889778898508,0.15287084096816314
OpenElections contributions,2024,all,first_place_votes,individual_amount,individual_business,65,0.7459237537792749,1.0065573867207943e-12,0.7635052447552447,1.4103293483660246e-13,0.7459237537792749,0.7635052447552447,1.4553867913168768e-11,2.1356415846685516e-12
OpenElections contributions,2024,all,first_place_votes,individual_amount_share,individual_business,65,0.12526756645919626,0.32009307571203366,-0.05454561290136129,0.6660688484904494,0.12526756645919626,0.05454561290136129,0.5207657066434752,0.7278690509277076
OpenElections contributions,2024,all,first_place_votes,individual_count,individual_business,65,0.6793850300638169,4.916677084703201e-10,0.7143590812103312,2.360380742289569e-11,0.6793850300638169,0.7143590812103312,3.406215776434353e-09,1.524478873878045e-10
OpenElections contributions,2024,all,first_place_votes,individual_count_share,individual_business,65,0.19672208851837025,0.11626607081734187,0.066375510728856,0.5993517102519438,0.19672208851837025,0.066375510728856,0.2240764273934225,0.6664660005449272
OpenElections contributions,2024,all,first_place_votes,business_amount,individual_business,65,-0.08052486159898538,0.5237001545971279,0.19357527748964992,0.12233999752212554,0.08052486159898538,0.19357527748964992,0.6775305901589573,0.1706321018071751
OpenElections contributions,2024,all,first_place_votes,business_amount_share,individual_business,65,-0.23216002975197514,0.0627539676196277,0.014171855632015173,0.9107871061443261,0.23216002975197514,0.014171855632015173,0.13042981505255954,0.9465042475617507
OpenElections contributions,2024,all,first_place_votes,business_count,individual_business,65,-0.04498396384345586,0.7219787414181439,0.21195126986932225,0.09008189434804713,0.04498396384345586,0.21195126986932225,0.8318450716339484,0.13838667827381154
OpenElections contributions,2024,all,first_place_votes,business_count_share,individual_business,65,-0.2504467973818896,0.04420091657402967,-0.04761207018326865,0.7064512978481625,0.2504467973818896,0.04761207018326865,0.0937059431369429,0.7564023997162144
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_micro,individual_business_bins,65,0.5675060786447957,8.240129011120049e-07,0.6198629766106777,3.67111356693442e-08,0.5675060786447957,0.6198629766106777,3.011909224754225e-06,1.2552839938549952e-07
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_share_micro,individual_business_bins,65,-0.13068086147625269,0.2994574639263365,-0.20983391608391608,0.09341663941846527,0.13068086147625269,0.20983391608391608,0.49597642462799485,0.1414594825479617
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_small,individual_business_bins,65,0.7811914426335405,1.6331575868902695e-14,0.7717020748082162,5.3184694648221724e-14,0.7811914426335405,0.7717020748082162,4.138490918901233e-13,1.2655236291683524e-12
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_share_small,individual_business_bins,65,0.18597963770575643,0.13799552468234128,0.22924452025841718,0.06622270729355272,0.18597963770575643,0.22924452025841718,0.24792416298861314,0.10799395343256289
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_medium,individual_business_bins,65,0.6776019360190615,5.676513216943047e-10,0.7129592454208533,2.688374508917208e-11,0.6776019360190615,0.7129592454208533,3.5394729470350767e-09,1.583153877473467e-10
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_share_medium,individual_business_bins,65,0.03355184496284051,0.790755514546857,0.28583919702765215,0.02098912581993761,0.03355184496284051,0.28583919702765215,0.8731258806454879,0.03835943684333425
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_large,individual_business_bins,65,0.5148983736170951,1.1421496397502508e-05,0.6910121851458708,1.8784527019901932e-10,0.5148983736170951,0.6910121851458708,3.668723085258382e-05,9.171466922431286e-10
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_share_large,individual_business_bins,65,0.01599548545741003,0.8993634255615758,0.25038901157774945,0.044251484719605806,0.01599548545741003,0.25038901157774945,0.9438863674210597,0.0775063183078877
OpenElections contributions,2024,all,first_place_votes,business_bin_count_micro,individual_business_bins,65,0.11897971182829857,0.3451740150216643,0.2207422744264338,0.07722530057594687,0.11897971182829857,0.2207422744264338,0.5302673274245857,0.122177341209707
OpenElections contributions,2024,all,first_place_votes,business_bin_count_share_micro,individual_business_bins,42,0.20922686208030883,0.1835849360843812,0.17453834130802437,0.26893700537514675,0.20922686208030883,0.17453834130802437,0.3243333870824068,0.33538026552665356
OpenElections contributions,2024,all,first_place_votes,business_bin_count_small,individual_business_bins,65,-0.06858827108952131,0.5872077580075219,-0.0361300360810239,0.7750841663755061,0.06858827108952131,0.0361300360810239,0.7154485327447968,0.8215892163580365
OpenElections contributions,2024,all,first_place_votes,business_bin_count_share_small,individual_business_bins,42,-0.23717316378040354,0.1304466280083879,-0.24906965972624534,0.11169404710066959,0.23717316378040354,0.24906965972624534,0.24691683158730568,0.1595593998230329
OpenElections contributions,2024,all,first_place_votes,business_bin_count_medium,individual_business_bins,65,0.025670419083088737,0.8391512750100558,0.2003348806281942,0.10958089111455453,0.025670419083088737,0.2003348806281942,0.9036605674261086,0.15911745833072302
OpenElections contributions,2024,all,first_place_votes,business_bin_count_share_medium,individual_business_bins,42,0.18905771592133655,0.23048577026140615,0.14706229299111556,0.3526937965380106,0.18905771592133655,0.14706229299111556,0.3878014547255405,0.4347156096863851
OpenElections contributions,2024,all,first_place_votes,business_bin_count_large,individual_business_bins,65,-0.08432958158180032,0.5042063534489064,0.07916018447854929,0.5307829465244415,0.08432958158180032,0.07916018447854929,0.6680734183198009,0.6049784121676429
OpenElections contributions,2024,all,first_place_votes,business_bin_count_share_large,individual_business_bins,42,-0.12119054292301984,0.4445535556915923,-0.11338326259391701,0.47464450588788065,0.12119054292301984,0.11338326259391701,0.6211163804873854,0.5528826112540148
OpenElections contributions,2024,all,first_place_votes,same_district_count,geography,65,0.6613829027561048,2.006797657685366e-09,0.6031451206679299,1.0535630923247184e-07,0.6613829027561048,0.6031451206679299,1.0129550081649942e-08,3.384172357164247e-07
OpenElections contributions,2024,all,first_place_votes,same_district_share,geography,62,0.009658562577611912,0.9406081027014566,0.016015915187429383,0.9016708959204733,0.009658562577611912,0.016015915187429383,0.9495662751081371,0.9463080689858433
OpenElections contributions,2024,all,first_place_votes,portland_count,geography,65,0.6711937481140487,9.437246850844806e-10,0.6495181079152317,4.818796610824144e-09,0.6711937481140487,0.6495181079152317,5.001740830947747e-09,1.9645863105667667e-08
OpenElections contributions,2024,all,first_place_votes,portland_share,geography,62,0.12727185697695226,0.32425034564593735,0.004986337947603596,0.969318008381436,0.12727185697695226,0.004986337947603596,0.5207657066434752,0.9879587393118482
OpenElections contributions,2024,all,first_place_votes,oregon_count,geography,65,0.6837178566526187,3.452963976721462e-10,0.7205795582917817,1.3114904232442317e-11,0.6837178566526187,0.7205795582917817,2.871582128809304e-09,1.0693691143376043e-10
OpenElections contributions,2024,all,first_place_votes,oregon_share,geography,65,0.11610049967795583,0.3570557801186577,-0.0727352206288021,0.5647535162967223,0.11610049967795583,0.0727352206288021,0.5384182328008678,0.6368497098665167
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_micro,geography_bins,65,0.5964432406038367,1.5809976963064824e-07,0.5671250637588624,8.412447008279498e-07,0.5964432406038367,0.5671250637588624,6.982739825353631e-07,2.4769982857711856e-06
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_micro,geography_bins,61,-0.05273479243276902,0.6864831907142199,5.288347128954138e-05,0.9996772651476795,0.05273479243276902,5.288347128954138e-05,0.8085246468411923,0.9996772651476795
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_small,geography_bins,65,0.6889916684387593,2.227440997816238e-10,0.595315371170933,1.6912287497638196e-07,0.6889916684387593,0.595315371170933,2.146443143350193e-09,5.272654337498968e-07
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_small,geography_bins,61,0.07701339678447372,0.5552392798239032,0.010444899870776774,0.9363233408579936,0.07701339678447372,0.010444899870776774,0.6924160430745145,0.9635948944752167
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_medium,geography_bins,65,0.45372402493346325,0.00014709177908064612,0.5270709215344166,6.462106210041117e-06,0.45372402493346325,0.5270709215344166,0.00043310357173745805,1.851306103417185e-05
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_medium,geography_bins,61,0.048953980202298936,0.7079150323424803,0.4217529719011386,0.0007110908446907602,0.048953980202298936,0.4217529719011386,0.8246043233879441,0.0016750139897160129
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_large,geography_bins,65,0.41706417859223255,0.0005479170568136015,0.5800394349284711,4.11026222550506e-07,0.41706417859223255,0.5800394349284711,0.0015697083249254533,1.2448222740101039e-06
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_large,geography_bins,61,-0.05613229659476929,0.6674309024578151,0.252148475706652,0.04994861898634135,0.05613229659476929,0.252148475706652,0.7949177040508809,0.08404053353257433
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_micro,geography_bins,65,0.58833291946427,2.5523920025266856e-07,0.6109726921908137,6.480138770517262e-08,0.58833291946427,0.6109726921908137,1.0822142090713146e-06,2.1465459677338433e-07
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_share_micro,geography_bins,62,-0.08243840065522828,0.5241274376701368,-0.10432877540228148,0.4196819514116542,0.08243840065522828,0.10432877540228148,0.6775305901589573,0.5038820395361133
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_small,geography_bins,65,0.715074560754769,2.207854088486882e-11,0.6729916199601782,8.193291455545149e-10,0.715074560754769,0.6729916199601782,2.600361481995661e-10,3.6187037261991074e-09
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_share_small,geography_bins,62,0.07507662318775422,0.5619531964801493,0.06723747169092435,0.6035918495501228,0.07507662318775422,0.06723747169092435,0.6926399863592537,0.6664660005449272
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_medium,geography_bins,65,0.6328451492040013,1.5497818582207956e-08,0.6329172993830883,1.542198856644851e-08,0.6328451492040013,0.6329172993830883,7.142472911800188e-08,6.05455847423534e-08
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_share_medium,geography_bins,62,0.12391235292701791,0.33728916564807504,0.4174591273172227,0.0007361888071176144,0.12391235292701791,0.4174591273172227,0.5257742876278817,0.0016964350772710245
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_large,geography_bins,65,0.48438187180640047,4.3426781361008976e-05,0.6601649887300036,2.1995613344706152e-09,0.48438187180640047,0.6601649887300036,0.00013152110926477006,9.326140058155408e-09
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_share_large,geography_bins,62,-0.007909860935636726,0.9513466830246348,0.2228978269674019,0.08162007644693772,0.007909860935636726,0.2228978269674019,0.9513466830246348,0.12723129563787353
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_micro,geography_bins,65,0.5684615931698676,7.822459525150648e-07,0.6313419969733682,1.716032360936547e-08,0.5684615931698676,0.6313419969733682,3.011909224754225e-06,6.4964082235455e-08
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_share_micro,geography_bins,65,-0.18724983960329444,0.1352775463811899,-0.2456102011750768,0.04860134743852955,0.18724983960329444,0.2456102011750768,0.24723137786907123,0.0830926262658731
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_small,geography_bins,65,0.7913175327976805,4.335465799018248e-15,0.7707488754478712,5.969451080982795e-14,0.7913175327976805,0.7707488754478712,2.297796873479671e-13,1.2655236291683524e-12
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_share_small,geography_bins,65,0.21545196856318485,0.08477431334743475,0.23708738077661784,0.0572260318129337,0.21545196856318485,0.23708738077661784,0.1695486266948695,0.09478061519017145
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_medium,geography_bins,65,0.7092927048438358,3.766410424273365e-11,0.7316778436612521,4.415685262987649e-12,0.7092927048438358,0.7316778436612521,3.9923950497297666e-10,4.6806263787669076e-11
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_share_medium,geography_bins,65,0.16388148216721782,0.19207765168619514,0.46095391015125914,0.00011146273940210108,0.16388148216721782,0.46095391015125914,0.3283908238505917,0.00029537625941556783
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_large,geography_bins,65,0.5243393002334718,7.357230739403189e-06,0.6942550262962952,1.4248315200578005e-10,0.5243393002334718,0.6942550262962952,2.5995548612557934e-05,7.949060059269835e-10
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_share_large,geography_bins,65,0.012151598162365357,0.9234634632402711,0.24998916887960299,0.04460269261114293,0.012151598162365357,0.24998916887960299,0.9495662751081371,0.0775063183078877
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_mega,geography_bins,65,0.2538680208569769,0.041290747746288416,0.3392745154742408,0.005696413588104381,0.2538680208569769,0.3392745154742408,0.08932284206339942,0.01161192000652047
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_share_mega,geography_bins,65,0.2865714830303168,0.0206483094947729,0.33968575761117714,0.005634460648029616,0.2865714830303168,0.33968575761117714,0.05471802016114818,0.01161192000652047
