district,outcome,feature,family,measure,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,pearson_p_fdr,spearman_p_fdr
1,first_place_votes,individual_bin_count_large,individual_business_bins,record count,13,0.6237544318134756,0.02271751899218774,0.7303079204676943,0.004586265934485822,0.6237544318134756,0.7303079204676943,0.06914027519361486,0.02225311773699943
1,first_place_votes,individual_bin_count_share_large,individual_business_bins,record share,13,-0.07109352224304163,0.8174751480708853,0.20442300944063702,0.5029077104533118,0.07109352224304163,0.20442300944063702,0.9569629411897508,0.6069575815815832
1,first_place_votes,business_bin_amount_micro,individual_business_bins,dollar amount,13,0.3360288520699556,0.26163762019839265,0.35816398587998877,0.229503031278024,0.3360288520699556,0.35816398587998877,0.46366160541487306,0.43105721005147746
1,first_place_votes,business_bin_count_micro,individual_business_bins,record count,13,0.31038880645712674,0.302006828441262,0.34188172937891387,0.25289514366704113,0.31038880645712674,0.34188172937891387,0.4810053834209783,0.43371618509985393
1,first_place_votes,business_bin_amount_small,individual_business_bins,dollar amount,13,0.5425569943653432,0.0553966198675744,0.3288368434483573,0.2726216020627653,0.5425569943653432,0.3288368434483573,0.13371597899069682,0.43371618509985393
1,first_place_votes,business_bin_count_small,individual_business_bins,record count,13,0.5629638240033277,0.04515993767959607,0.35714739802762147,0.23092350538472006,0.5629638240033277,0.35714739802762147,0.11289984419899017,0.43105721005147746
1,first_place_votes,business_bin_amount_medium,individual_business_bins,dollar amount,13,0.41457978274647866,0.15897666833082025,0.5066710044155939,0.07722955116251942,0.41457978274647866,0.5066710044155939,0.3225613560335483,0.17438930907665676
1,first_place_votes,business_bin_count_medium,individual_business_bins,record count,13,0.41661267798563223,0.15673624162627642,0.5128225940683708,0.0731205190950665,0.41661267798563223,0.5128225940683708,0.3225613560335483,0.16952334073523898
1,first_place_votes,business_bin_amount_large,individual_business_bins,dollar amount,13,0.5858892809233303,0.03536850674719353,0.6106969949755208,0.026621395664334337,0.5858892809233303,0.6106969949755208,0.09002892626558354,0.08470444075015471
1,first_place_votes,business_bin_count_large,individual_business_bins,record count,13,0.6644923250036486,0.013229919038302913,0.6236095644623235,0.022758351113340614,0.6644923250036486,0.6236095644623235,0.04755709442115211,0.07586117037780205
1,first_place_votes,same_district_count,geography,record count,13,0.24806163762909433,0.41383124970944646,0.3218710060102268,0.28351307859853486,0.24806163762909433,0.3218710060102268,0.5875051009781284,0.436173967074669
1,first_place_votes,same_district_share,geography,record share,12,-0.6517008256961896,0.021667749316442574,-0.7692307692307694,0.00344645026182745,0.6517008256961896,0.7692307692307694,0.06741077565115466,0.02225311773699943
1,first_place_votes,portland_count,geography,record count,13,0.543265446539419,0.05501588115258741,0.6244847723446278,0.022512492480803815,0.543265446539419,0.6244847723446278,0.13371597899069682,0.07586117037780205
1,first_place_votes,portland_share,geography,record share,12,-0.4206837050341101,0.17327041812856442,-0.3887921899277822,0.21164296722004278,0.4206837050341101,0.3887921899277822,0.3416599794084369,0.4058906220658354
