source,year_filter,district_filter,outcome,feature,family,measure,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,pearson_p_fdr,spearman_p_fdr
OpenElections contributions,2024,all,first_place_votes,business_bin_count_large,individual_business_bins,record count,65,-0.08432958158180032,0.5042063534489064,0.07916018447854929,0.5307829465244415,0.08432958158180032,0.07916018447854929,0.6536008285448787,0.604143191166031
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_share_micro,geography_bins,record share,62,-0.08243840065522828,0.5241274376701368,-0.10432877540228148,0.4196819514116542,0.08243840065522828,0.10432877540228148,0.6670712843074469,0.5065126999795826
OpenElections contributions,2024,all,first_place_votes,business_amount,individual_business,dollar amount,65,-0.08052486159898538,0.5237001545971279,0.19357527748964992,0.12233999752212554,0.08052486159898538,0.19357527748964992,0.6670712843074469,0.17841249638643308
OpenElections contributions,2024,all,first_place_votes,bin_amount_share_large,overall_bins,dollar share,65,-0.07881932370379138,0.5325594183484441,0.052173542535093015,0.6797852776240699,0.07881932370379138,0.052173542535093015,0.6716965636827223,0.7320764528259215
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_small,geography_bins,record share,61,0.07701339678447372,0.5552392798239032,0.010444899870776774,0.9363233408579936,0.07701339678447372,0.010444899870776774,0.6830732175558983,0.9638622626479346
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_large,cash_in_kind_bins,record count,65,0.07651664749972951,0.5446367276025919,0.22330969668945894,0.0737596177910492,0.07651664749972951,0.22330969668945894,0.6807959095032398,0.1274857591450233
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_share_small,geography_bins,record share,62,0.07507662318775422,0.5619531964801493,0.06723747169092435,0.6035918495501228,0.07507662318775422,0.06723747169092435,0.6841169348453991,0.6628885115762086
OpenElections contributions,2024,all,first_place_votes,cash_bin_amount_share_large,cash_in_kind_bins,dollar share,65,-0.07433192854395823,0.5562167628669458,0.08759732246252414,0.48776716097501105,0.07433192854395823,0.08759732246252414,0.6830732175558983,0.568706540891323
OpenElections contributions,2024,all,first_place_votes,business_bin_count_small,individual_business_bins,record count,65,-0.06858827108952131,0.5872077580075219,-0.0361300360810239,0.7750841663755061,0.06858827108952131,0.0361300360810239,0.7086990182849402,0.822058964337658
OpenElections contributions,2024,all,first_place_votes,in_kind_amount_share,cash_in_kind,dollar share,65,0.0606118914399674,0.6314917074989879,0.45659883797513606,0.00013182938852900557,0.0606118914399674,0.45659883797513606,0.7556311029902418,0.0003766553957971588
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_amount_large,cash_in_kind_bins,dollar amount,65,0.056598773375115645,0.6542836839147688,0.2171127588687307,0.08234420425877355,0.056598773375115645,0.2171127588687307,0.7762687775259969,0.13724034043128924
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_large,geography_bins,record share,61,-0.05613229659476929,0.6674309024578151,0.252148475706652,0.04994861898634135,0.05613229659476929,0.252148475706652,0.785212826420959,0.09081567088425699
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_micro,geography_bins,record share,61,-0.05273479243276902,0.6864831907142199,5.288347128954138e-05,0.9996772651476795,0.05273479243276902,5.288347128954138e-05,0.8008970558332567,0.9996772651476795
OpenElections contributions,2024,all,first_place_votes,same_district_bin_count_share_medium,geography_bins,record share,61,0.048953980202298936,0.7079150323424803,0.4217529719011386,0.0007110908446907602,0.048953980202298936,0.4217529719011386,0.8190752440326218,0.001810049422849208
OpenElections contributions,2024,all,first_place_votes,business_count,individual_business,record count,65,-0.04498396384345586,0.7219787414181439,0.21195126986932225,0.09008189434804713,0.04498396384345586,0.21195126986932225,0.8285001950700012,0.14837017892619528
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_share_mega,cash_in_kind_bins,record share,28,0.04424101089736761,0.8231172722199579,0.31387064215070626,0.10383679763875232,0.04424101089736761,0.31387064215070626,0.900284516490579,0.16064766351911955
OpenElections contributions,2024,all,first_place_votes,bin_count_share_large,overall_bins,record share,65,-0.040314203611583777,0.7498428039303061,0.16364911665240406,0.19271733229363525,0.040314203611583777,0.16364911665240406,0.8534796142296167,0.2594271780875859
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_count_share_medium,cash_in_kind_bins,record share,28,-0.03895342094615592,0.8439848695772146,-0.0008426259568053848,0.9966046429194566,0.03895342094615592,0.0008426259568053848,0.9089067826216157,0.9996772651476795
OpenElections contributions,2024,all,first_place_votes,bin_count_share_medium,overall_bins,record share,65,0.03859714722815935,0.7601711756762816,0.3156974476309842,0.010415384977063452,0.03859714722815935,0.3156974476309842,0.8582577789893502,0.022433136873675128
OpenElections contributions,2024,all,first_place_votes,cash_bin_count_share_medium,cash_in_kind_bins,record share,65,0.03633317929215988,0.7738530773036303,0.3012710600773977,0.014738200701891583,0.03633317929215988,0.3012710600773977,0.8667154465800658,0.030086251860590822
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_share_medium,individual_business_bins,record share,65,0.03355184496284051,0.790755514546857,0.28583919702765215,0.02098912581993761,0.03355184496284051,0.28583919702765215,0.8786172383853966,0.041387008659031915
OpenElections contributions,2024,all,first_place_votes,business_bin_amount_small,individual_business_bins,dollar amount,65,-0.03178209577446163,0.8015612107233165,-0.029272955539405014,0.8169447157667388,0.03178209577446163,0.029272955539405014,0.8836107834745222,0.8599418060702514
OpenElections contributions,2024,all,first_place_votes,business_bin_count_medium,individual_business_bins,record count,65,0.025670419083088737,0.8391512750100558,0.2003348806281942,0.10958089111455453,0.025670419083088737,0.2003348806281942,0.9089067826216157,0.1649604812477165
OpenElections contributions,2024,all,first_place_votes,median_amount,scale,dollar amount,65,0.01807641979655194,0.8863528700588164,0.1067585787120255,0.3973088605534925,0.01807641979655194,0.1067585787120255,0.94724734204759,0.48368035197816484
OpenElections contributions,2024,all,first_place_votes,individual_bin_count_share_large,individual_business_bins,record share,65,0.01599548545741003,0.8993634255615758,0.25038901157774945,0.044251484719605806,0.01599548545741003,0.25038901157774945,0.953870299838035,0.08325835954080013
OpenElections contributions,2024,all,first_place_votes,mean_amount,scale,dollar amount,65,0.014298052172530037,0.9099959720649359,0.14012237762237761,0.265585628537041,0.014298052172530037,0.14012237762237761,0.9576658137306514,0.33916927434682376
OpenElections contributions,2024,all,first_place_votes,business_bin_amount_medium,individual_business_bins,dollar amount,65,0.012893895654541796,0.9188034513870049,0.20324147843465673,0.10442098128742772,0.012893895654541796,0.20324147843465673,0.9576658137306514,0.16064766351911955
OpenElections contributions,2024,all,first_place_votes,oregon_bin_count_share_large,geography_bins,record share,65,0.012151598162365357,0.9234634632402711,0.24998916887960299,0.04460269261114293,0.012151598162365357,0.24998916887960299,0.9576658137306514,0.08325835954080013
OpenElections contributions,2024,all,first_place_votes,in_kind_bin_amount_share_medium,cash_in_kind_bins,dollar share,28,-0.01209632277677114,0.9512863036816022,-0.011515888076340259,0.9536212592526583,0.01209632277677114,0.011515888076340259,0.9581909037658192,0.974503476608556
OpenElections contributions,2024,all,first_place_votes,cash_amount_share,cash_in_kind,dollar share,65,0.010526873971162882,0.9336719299677415,-0.19183417197784577,0.12580305522776117,0.010526873971162882,0.19183417197784577,0.9581909037658192,0.18157141991635634
OpenElections contributions,2024,all,first_place_votes,same_district_share,geography,record share,62,0.009658562577611912,0.9406081027014566,0.016015915187429383,0.9016708959204733,0.009658562577611912,0.016015915187429383,0.9581909037658192,0.9420442196184049
OpenElections contributions,2024,all,first_place_votes,portland_bin_count_share_large,geography_bins,record share,62,-0.007909860935636726,0.9513466830246348,0.2228978269674019,0.08162007644693772,0.007909860935636726,0.2228978269674019,0.9581909037658192,0.13724034043128924
OpenElections contributions,2024,all,first_place_votes,individual_bin_amount_share_large,individual_business_bins,dollar share,65,0.004674125623994808,0.9705224800089655,0.18558401459438192,0.13885041247006993,0.004674125623994808,0.18558401459438192,0.9705224800089655,0.1983577321000999
OpenElections contributions,2024,all,mentions,bin_amount_small,overall_bins,dollar amount,65,0.8027840192743338,8.815300584842489e-16,0.8192834275339114,7.348436720098284e-17,0.8027840192743338,0.8192834275339114,2.711612180877166e-14,2.5013862397086824e-15
OpenElections contributions,2024,all,mentions,individual_bin_amount_small,individual_business_bins,dollar amount,65,0.8024374402594223,9.264155777645774e-16,0.8189645754703703,7.728132641107533e-17,0.8024374402594223,0.8189645754703703,2.711612180877166e-14,2.5013862397086824e-15
OpenElections contributions,2024,all,mentions,cash_bin_amount_small,cash_in_kind_bins,dollar amount,65,0.8021896044421852,9.598500110745932e-16,0.8201883784383847,6.365944526116099e-17,0.8021896044421852,0.8201883784383847,2.711612180877166e-14,2.5013862397086824e-15
OpenElections contributions,2024,all,mentions,cash_bin_count_small,cash_in_kind_bins,record count,65,0.8012756973238782,1.0934411602017783e-15,0.8180437364037264,8.933522284673866e-17,0.8012756973238782,0.8180437364037264,2.711612180877166e-14,2.5013862397086824e-15
OpenElections contributions,2024,all,mentions,individual_bin_count_small,individual_business_bins,record count,65,0.8012208208619673,1.1020066423941253e-15,0.8161552614454269,1.199544431115859e-16,0.8012208208619673,0.8161552614454269,2.711612180877166e-14,2.7989370059370045e-15
OpenElections contributions,2024,all,mentions,bin_count_small,overall_bins,record count,65,0.8008468382446516,1.162119506090214e-15,0.8187689204725238,7.970383209529778e-17,0.8008468382446516,0.8187689204725238,2.711612180877166e-14,2.5013862397086824e-15
OpenElections contributions,2024,all,mentions,oregon_bin_count_small,geography_bins,record count,65,0.795975574226853,2.2978084217755335e-15,0.8029417267362144,8.618037166231166e-16,0.795975574226853,0.8029417267362144,4.5956168435510665e-14,1.723607433246233e-14
OpenElections contributions,2024,all,mentions,total_amount,scale,dollar amount,65,0.7790646758026676,2.1386397425025693e-14,0.8002622377622377,1.2624387270053054e-15,0.7790646758026676,0.8002622377622377,3.7426195493794966e-13,1.9637935753415865e-14
OpenElections contributions,2024,all,mentions,cash_amount,cash_in_kind,dollar amount,65,0.7669809217031174,9.372087293951319e-14,0.795979020979021,2.296715304147864e-15,0.7669809217031174,0.795979020979021,1.4316507989837817e-12,3.2154014258070093e-14
OpenElections contributions,2024,all,mentions,individual_amount,individual_business,dollar amount,65,0.7662442515807153,1.0226077135598439e-13,0.8014423076923076,1.0678253877570603e-15,0.7662442515807153,0.8014423076923076,1.4316507989837817e-12,1.8686944285748554e-14
OpenElections contributions,2024,all,mentions,total_record_count,scale,record count,65,0.7248594595758724,8.672802125151255e-12,0.7546522439280737,3.8729111573828956e-13,0.7248594595758724,0.7546522439280737,9.976770121868154e-11,2.9872684287120315e-12
OpenElections contributions,2024,all,mentions,cash_count,cash_in_kind,record count,65,0.7247225133036665,8.789379273836038e-12,0.75558080840184,3.490556939157729e-13,0.7247225133036665,0.75558080840184,9.976770121868154e-11,2.9872684287120315e-12
OpenElections contributions,2024,all,mentions,individual_count,individual_business,record count,65,0.7241821502774325,9.264143684591858e-12,0.7542423816021832,4.0541500103948996e-13,0.7241821502774325,0.7542423816021832,9.976770121868154e-11,2.9872684287120315e-12
OpenElections contributions,2024,all,mentions,oregon_count,geography,record count,65,0.7231799326467953,1.0210291907932135e-11,0.7479840033255334,8.062211812446875e-13,0.7231799326467953,0.7479840033255334,1.0210291907932135e-10,4.70295689059401e-12
OpenElections contributions,2024,all,mentions,portland_bin_count_small,geography_bins,record count,65,0.7150838702557392,2.205932912944957e-11,0.7311619149226298,4.650402535544111e-12,0.7150838702557392,0.7311619149226298,2.0588707187486268e-10,2.604225419904702e-11
OpenElections contributions,2024,all,mentions,portland_count,geography,record count,65,0.7020978227313104,7.192069869194033e-11,0.704963176548507,5.5715763595252435e-11,0.7020978227313104,0.704963176548507,6.293061135544779e-10,2.516195775269465e-10
OpenElections contributions,2024,all,mentions,same_district_count,geography,record count,65,0.6997667201772494,8.832787133823515e-11,0.712907216478712,2.701367069156666e-11,0.6997667201772494,0.712907216478712,7.274059992560542e-10,1.4545822680074354e-10
OpenElections contributions,2024,all,mentions,bin_amount_micro,overall_bins,dollar amount,65,0.6959553867292956,1.2308163536475614e-10,0.7625957451913409,1.5677073487498294e-13,0.6959553867292956,0.7625957451913409,8.788538962222758e-10,1.4931724138580855e-12
OpenElections contributions,2024,all,mentions,cash_bin_amount_micro,cash_in_kind_bins,dollar amount,65,0.6959163730308818,1.2349709587502112e-10,0.7627789070638507,1.5347187542876266e-13,0.6959163730308818,0.7627789070638507,8.788538962222758e-10,1.4931724138580855e-12
OpenElections contributions,2024,all,mentions,individual_bin_amount_micro,individual_business_bins,dollar amount,65,0.6957253618983237,1.2555055660318225e-10,0.7624209181062442,1.59982758627652e-13,0.6957253618983237,0.7624209181062442,8.788538962222758e-10,1.4931724138580855e-12
OpenElections contributions,2024,all,mentions,same_district_bin_count_small,geography_bins,record count,65,0.6858500999871722,2.895318774542195e-10,0.6936706826869948,1.4979916064439533e-10,0.6858500999871722,0.6936706826869948,1.9302125163614634e-09,6.025331643467539e-10
OpenElections contributions,2024,all,mentions,oregon_bin_count_medium,geography_bins,record count,65,0.6701270552035543,1.0258097627985881e-09,0.7542898713826859,4.03274167017024e-13,0.6701270552035543,0.7542898713826859,6.527880308718288e-09,2.9872684287120315e-12
OpenElections contributions,2024,all,mentions,bin_count_medium,overall_bins,record count,65,0.6686002978956087,1.1551912197464086e-09,0.7685750899971967,7.75180409270962e-14,0.6686002978956087,0.7685750899971967,7.031598728891183e-09,9.865932481630425e-13
OpenElections contributions,2024,all,mentions,bin_amount_medium,overall_bins,dollar amount,65,0.659017494989494,2.397171086389218e-09,0.7678080384467321,8.494704103936695e-14,0.659017494989494,0.7678080384467321,1.3983498003937105e-08,9.910488121259478e-13
OpenElections contributions,2024,all,mentions,same_district_bin_count_micro,geography_bins,record count,65,0.6540041277634319,3.4759146441607985e-09,0.6877118285300399,2.4795651160638113e-10,0.6540041277634319,0.6877118285300399,1.8848300315863593e-08,9.382138276998205e-10
OpenElections contributions,2024,all,mentions,cash_bin_count_medium,cash_in_kind_bins,record count,65,0.6539085144947112,3.5003986300889533e-09,0.7509181802994065,5.855650212700178e-13,0.6539085144947112,0.7509181802994065,1.8848300315863593e-08,3.726322862627386e-12
OpenElections contributions,2024,all,mentions,individual_bin_count_medium,individual_business_bins,record count,65,0.6522098762642496,3.963644424790161e-09,0.7483619938499627,7.738738194182348e-13,0.6522098762642496,0.7483619938499627,2.0552230350763796e-08,4.70295689059401e-12
OpenElections contributions,2024,all,mentions,cash_bin_amount_medium,cash_in_kind_bins,dollar amount,65,0.6472339526983313,5.679073122918822e-09,0.7513310556565389,5.596018451903334e-13,0.6472339526983313,0.7513310556565389,2.839536561459411e-08,3.726322862627386e-12
OpenElections contributions,2024,all,mentions,individual_bin_amount_medium,individual_business_bins,dollar amount,65,0.6441399757432502,7.07881542496749e-09,0.7526565215424782,4.83491284889494e-13,0.6441399757432502,0.7526565215424782,3.4173591706739606e-08,3.3844389942264585e-12
OpenElections contributions,2024,all,mentions,portland_bin_count_micro,geography_bins,record count,65,0.631972764773139,1.6443102364994663e-08,0.6709508357001008,9.618489792034136e-10,0.631972764773139,0.6709508357001008,7.673447770330842e-08,3.5436541339073136e-09
OpenElections contributions,2024,all,mentions,bin_count_micro,overall_bins,record count,65,0.6199480193671272,3.650899511296814e-08,0.666236874381368,1.3865009611202067e-09,0.6199480193671272,0.666236874381368,1.615122510161494e-07,4.799561949744215e-09
OpenElections contributions,2024,all,mentions,individual_bin_count_micro,individual_business_bins,record count,65,0.6197184586605473,3.705707472939211e-08,0.6644448575966382,1.5905564714407688e-09,0.6197184586605473,0.6644448575966382,1.615122510161494e-07,5.1785559535280844e-09
OpenElections contributions,2024,all,mentions,oregon_bin_count_micro,geography_bins,record count,65,0.6192361879245292,3.823395681295562e-08,0.6670527704105907,1.3020769596286013e-09,0.6192361879245292,0.6670527704105907,1.615122510161494e-07,4.674122419179594e-09
OpenElections contributions,2024,all,mentions,cash_bin_count_micro,cash_in_kind_bins,record count,65,0.6188410754827804,3.9224403818207715e-08,0.6653627198522315,1.482716467709316e-09,0.6188410754827804,0.6653627198522315,1.615122510161494e-07,4.94238822569772e-09
OpenElections contributions,2024,all,mentions,portland_bin_count_medium,geography_bins,record count,65,0.5875946178986655,2.6644173800364976e-07,0.6660589889308234,1.4055859995679487e-09,0.5875946178986655,0.6660589889308234,1.065766952014599e-06,4.799561949744215e-09
OpenElections contributions,2024,all,mentions,bin_count_large,overall_bins,record count,65,0.5557636076217318,1.541179125135169e-06,0.7083087317441387,4.1195028514759804e-11,0.5557636076217318,0.7083087317441387,5.993474375525658e-06,2.05975142573799e-10
OpenElections contributions,2024,all,mentions,bin_amount_large,overall_bins,dollar amount,65,0.5541263027737835,1.6785995735017482e-06,0.6991538874893062,9.320053533491473e-11,0.5541263027737835,0.6991538874893062,6.3514578456822905e-06,3.953962105117595e-10
OpenElections contributions,2024,all,mentions,cash_bin_count_large,cash_in_kind_bins,record count,65,0.5508817095943904,1.985523975103549e-06,0.7050797780984928,5.5136387353300993e-11,0.5508817095943904,0.7050797780984928,7.191139350093108e-06,2.516195775269465e-10
OpenElections contributions,2024,all,mentions,oregon_bin_count_large,geography_bins,record count,65,0.5507090607836751,2.0032459618116514e-06,0.6999052517397968,8.726056229193064e-11,0.5507090607836751,0.6999052517397968,7.191139350093108e-06,3.8176496002719656e-10
OpenElections contributions,2024,all,mentions,cash_bin_amount_large,cash_in_kind_bins,dollar amount,65,0.5489054360912491,2.1974611830487824e-06,0.6909327026893417,1.89113616963511e-10,0.5489054360912491,0.6909327026893417,7.691114140670739e-06,7.354418437469873e-10
OpenElections contributions,2024,all,mentions,individual_bin_count_large,individual_business_bins,record count,65,0.543297411824901,2.9200466315139e-06,0.7086018251849291,4.011154432762272e-11,0.543297411824901,0.7086018251849291,9.97089093687673e-06,2.05975142573799e-10
OpenElections contributions,2024,all,mentions,individual_bin_amount_large,individual_business_bins,dollar amount,65,0.5385451399433117,3.7007299947117484e-06,0.6936057949502588,1.5063329108668847e-10,0.5385451399433117,0.6936057949502588,1.2335766649039162e-05,6.025331643467539e-10
OpenElections contributions,2024,all,mentions,portland_bin_count_large,geography_bins,record count,65,0.5116648312542303,1.3238704776158534e-05,0.7064892720841812,4.857210853982913e-11,0.5116648312542303,0.7064892720841812,4.310275973633011e-05,2.344860412267613e-10
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_share_large,cash_in_kind_bins,dollar share,28,-0.44659472864312466,0.01720164013328643,-0.5142236642664115,0.00511993831886622,0.44659472864312466,0.5142236642664115,0.047220188601178444,0.01235847180415984
OpenElections contributions,2024,all,mentions,same_district_bin_count_large,geography_bins,record count,65,0.4462505870860367,0.0001946760209931033,0.6463195427527856,6.06274152569063e-09,0.4462505870860367,0.6463195427527856,0.0006194237031598741,1.929054121810655e-08
OpenElections contributions,2024,all,mentions,in_kind_bin_count_share_large,cash_in_kind_bins,record share,28,-0.44479435571190395,0.01771042069137982,-0.5312817551353498,0.003623980107315172,0.44479435571190395,0.5312817551353498,0.0476819018614072,0.008901003772353054
OpenElections contributions,2024,all,mentions,same_district_bin_count_medium,geography_bins,record count,65,0.4131193481994559,0.0006257665562991257,0.5850218551641894,3.0920644242006705e-07,0.4131193481994559,0.5850218551641894,0.0019468292862639465,9.619755986402085e-07
OpenElections contributions,2024,all,mentions,in_kind_bin_count_medium,cash_in_kind_bins,record count,65,0.3637156134119528,0.0028994892671228684,0.5030448718620433,1.948185417582323e-05,0.3637156134119528,0.5030448718620433,0.008824532552113077,5.6822074679484424e-05
OpenElections contributions,2024,all,mentions,in_kind_bin_count_share_small,cash_in_kind_bins,record share,28,0.36171094172047713,0.05857893755801528,0.2820206285489884,0.14595211004748665,0.36171094172047713,0.2820206285489884,0.1281414259081584,0.21480046284989598
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_medium,cash_in_kind_bins,dollar amount,65,0.3456402118321897,0.004801617328107274,0.5005028302037136,2.178964575296409e-05,0.3456402118321897,0.5005028302037136,0.014302689913511031,6.225613072275454e-05
OpenElections contributions,2024,all,mentions,in_kind_count,cash_in_kind,record count,65,0.3287136480048601,0.007506709241726278,0.5623016176025152,1.0907943976321452e-06,0.3287136480048601,0.5623016176025152,0.021894568621701645,3.3198090362717465e-06
OpenElections contributions,2024,all,mentions,business_count_share,individual_business,record share,65,-0.31175057372736775,0.011471798034292146,-0.06875808820832599,0.586280389007606,0.31175057372736775,0.06875808820832599,0.03277656581226328,0.6727807742710233
OpenElections contributions,2024,all,mentions,in_kind_amount,cash_in_kind,dollar amount,65,0.29738573084392994,0.016137861981413575,0.5446592966281564,2.7265337557064897e-06,0.29738573084392994,0.5446592966281564,0.04518601354795801,8.121589910615076e-06
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_share_small,cash_in_kind_bins,dollar share,28,0.29651029787309885,0.12548729115647306,0.27695356818556705,0.15364607950236114,0.29651029787309885,0.27695356818556705,0.23740838867440847,0.21949439928908737
OpenElections contributions,2024,all,mentions,business_amount_share,individual_business,dollar share,65,-0.2840545394391607,0.021839821613783263,-0.021682492055291356,0.8638793207404191,0.2840545394391607,0.021682492055291356,0.05769009482886145,0.8892875360563137
OpenElections contributions,2024,all,mentions,bin_amount_share_mega,overall_bins,dollar share,65,0.26411756732383246,0.03350522957783216,0.28892148300243087,0.019586209618539508,0.26411756732383246,0.28892148300243087,0.08601766059286221,0.042289840785243615
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_small,cash_in_kind_bins,dollar amount,65,0.26370555550440444,0.0337926523757673,0.46644037335795135,8.993037777912835e-05,0.26370555550440444,0.46644037335795135,0.08601766059286221,0.00023755194130335792
OpenElections contributions,2024,all,mentions,oregon_bin_count_share_mega,geography_bins,record share,65,0.2625533145481391,0.03460740754045888,0.288747083015349,0.019663398427973343,0.2625533145481391,0.288747083015349,0.0865185188511472,0.042289840785243615
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_share_micro,cash_in_kind_bins,dollar share,28,-0.2624502284932229,0.17726253050419877,-0.07446589274612259,0.7064745588950236,0.2624502284932229,0.07446589274612259,0.3181635162895875,0.7770010591957557
OpenElections contributions,2024,all,mentions,cash_bin_count_share_small,cash_in_kind_bins,record share,65,0.2586531928462644,0.037487665215265226,0.2893201338132683,0.019410737613496768,0.2586531928462644,0.2893201338132683,0.09207496719538827,0.042289840785243615
OpenElections contributions,2024,all,mentions,bin_count_share_mega,overall_bins,record share,65,0.2566660057780698,0.03903011133214717,0.2896781933851513,0.01925427680755342,0.2566660057780698,0.2896781933851513,0.09421061356035523,0.042289840785243615
OpenElections contributions,2024,all,mentions,business_bin_count_share_medium,individual_business_bins,record share,42,0.25420541096050636,0.10426199632689599,0.2266956093203296,0.14882603497457078,0.25420541096050636,0.2266956093203296,0.21154607950384693,0.21480046284989598
OpenElections contributions,2024,all,mentions,in_kind_bin_count_small,cash_in_kind_bins,record count,65,0.25328905329203094,0.041771786751043996,0.4700261127577681,7.800440255579915e-05,0.25328905329203094,0.4700261127577681,0.09600461369012099,0.00021001185303484387
OpenElections contributions,2024,all,mentions,bin_amount_mega,overall_bins,dollar amount,65,0.25321866738778287,0.041830581679267,0.290165987600191,0.01904285774698418,0.25321866738778287,0.290165987600191,0.09600461369012099,0.042289840785243615
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_mega,cash_in_kind_bins,dollar amount,65,0.25321866738778287,0.041830581679267,0.290165987600191,0.01904285774698418,0.25321866738778287,0.290165987600191,0.09600461369012099,0.042289840785243615
OpenElections contributions,2024,all,mentions,business_bin_amount_share_medium,individual_business_bins,dollar share,42,0.2491957662872173,0.11150686804588218,0.2292089237278961,0.1442531067052067,0.2491957662872173,0.2292089237278961,0.22104741863913938,0.21480046284989598
OpenElections contributions,2024,all,mentions,individual_count_share,individual_business,record share,65,0.24846637785569203,0.04596133468354033,0.0422130723348203,0.738471628001975,0.24846637785569203,0.0422130723348203,0.10378365896283301,0.7952771378482807
OpenElections contributions,2024,all,mentions,oregon_bin_count_mega,geography_bins,record count,65,0.2372563948031136,0.05704366735812214,0.287318669171491,0.020305423236355466,0.2372563948031136,0.287318669171491,0.12676370524027142,0.042289840785243615
OpenElections contributions,2024,all,mentions,cash_bin_amount_share_small,cash_in_kind_bins,dollar share,65,0.2344964868841233,0.06008127919992138,0.32965832233526415,0.007326446357128461,0.2344964868841233,0.32965832233526415,0.12940583212290757,0.017384787966067534
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_micro,cash_in_kind_bins,dollar amount,65,0.23215338275870248,0.06276170578037375,0.2485136614085528,0.04591864215599843,0.23215338275870248,0.2485136614085528,0.13313089104927767,0.08928624863666362
OpenElections contributions,2024,all,mentions,bin_count_mega,overall_bins,record count,65,0.2268916756418765,0.06913301281948227,0.2868046579539747,0.02054077980997547,0.2268916756418765,0.2868046579539747,0.14233267345187525,0.042289840785243615
OpenElections contributions,2024,all,mentions,in_kind_bin_count_mega,cash_in_kind_bins,record count,65,0.2268916756418765,0.06913301281948227,0.2868046579539747,0.02054077980997547,0.2268916756418765,0.2868046579539747,0.14233267345187525,0.042289840785243615
OpenElections contributions,2024,all,mentions,business_bin_count_share_small,individual_business_bins,record share,42,-0.2122881754169934,0.17710973507662311,-0.22685794879542404,0.14852748405198624,0.2122881754169934,0.22685794879542404,0.3181635162895875,0.21480046284989598
OpenElections contributions,2024,all,mentions,business_bin_amount_share_large,individual_business_bins,dollar share,42,-0.20761992408808053,0.1870505942499644,-0.17493212890179924,0.26784140868633677,0.20761992408808053,0.17493212890179924,0.32766721157785833,0.347201826074881
OpenElections contributions,2024,all,mentions,business_bin_amount_share_micro,individual_business_bins,dollar share,42,0.20258200575577745,0.1982164080229667,0.18823607753989302,0.23255557493055176,0.20258200575577745,0.18823607753989302,0.3343409291953655,0.3130555816372812
OpenElections contributions,2024,all,mentions,in_kind_bin_count_large,cash_in_kind_bins,record count,65,0.19885229610652383,0.11228748644334882,0.24851422625037384,0.04591813235493645,0.19885229610652383,0.24851422625037384,0.22104741863913938,0.08928624863666362
OpenElections contributions,2024,all,mentions,business_bin_count_micro,individual_business_bins,record count,65,0.19809939434271093,0.1136815295858431,0.2293078598528435,0.06614574397260393,0.19809939434271093,0.2293078598528435,0.22104741863913938,0.11575505195205689
OpenElections contributions,2024,all,mentions,business_bin_count_share_micro,individual_business_bins,record share,42,0.1977628015064133,0.20932860915664817,0.1826872540943925,0.24686574880809467,0.1977628015064133,0.1826872540943925,0.3488810152610803,0.32490024382117544
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_large,cash_in_kind_bins,dollar amount,65,0.19585875213736587,0.11790896354897543,0.2475991227418004,0.04675018776662042,0.19585875213736587,0.2475991227418004,0.22612677940899395,0.08965789434694327
OpenElections contributions,2024,all,mentions,business_bin_amount_micro,individual_business_bins,dollar amount,65,0.18783582060330195,0.13403735528132923,0.231151602903484,0.06393676917986325,0.18783582060330195,0.231151602903484,0.25020306319181457,0.11330566690102349
OpenElections contributions,2024,all,mentions,business_bin_count_share_large,individual_business_bins,record share,42,-0.18664896926195274,0.23658952192996516,-0.18213694310299433,0.24831661492046977,0.18664896926195274,0.18213694310299433,0.3896768596493544,0.32490024382117544
OpenElections contributions,2024,all,mentions,in_kind_bin_count_share_micro,cash_in_kind_bins,record share,28,-0.18658653260479618,0.34175991174566445,-0.04085371756775068,0.8364726750868301,0.18658653260479618,0.04085371756775068,0.49839987129576063,0.8674531445344904
OpenElections contributions,2024,all,mentions,oregon_bin_count_share_small,geography_bins,record share,65,0.1722080150530012,0.17015108409490415,0.20435100909228074,0.10250172349106676,0.1722080150530012,0.20435100909228074,0.3134362075432445,0.161238666165723
