year,contest_type,office,district,profile_key,candidate,contribution_bin,amount,contribution_count,profile_total_amount,profile_total_contribution_count,amount_share,contribution_share,source_file_stem,source_candidate_name,canonical_candidate,candidate_key,linkage_status
2026,city_council,Portland City Council,4,2026|4|orestar|smith,Smith,Small,4620.0,81,55485.0,209,0.08326574749932414,0.3875598086124402,Smith,Smith,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|smith,Smith,Medium,6896.0,41,55485.0,209,0.12428584302063621,0.19617224880382775,Smith,Smith,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|smith,Smith,Large,1025.0,3,55485.0,209,0.018473461295845723,0.014354066985645933,Smith,Smith,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|smith,Smith,Mega,41530.0,2,55485.0,209,0.7484905830404613,0.009569377990430622,Smith,Smith,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|thompson,Thompson,Micro,167.44,10,15966.5,60,0.010486957066357687,0.16666666666666666,Thompson,Thompson,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|thompson,Thompson,Small,1540.0,24,15966.5,60,0.09645194626248708,0.4,Thompson,Thompson,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|thompson,Thompson,Medium,1802.01,11,15966.5,60,0.11286192966523659,0.18333333333333332,Thompson,Thompson,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|thompson,Thompson,Large,7957.05,13,15966.5,60,0.498359064290859,0.21666666666666667,Thompson,Thompson,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|thompson,Thompson,Mega,4500.0,2,15966.5,60,0.28184010271505966,0.03333333333333333,Thompson,Thompson,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|zimmerman,Zimmerman,Micro,1907.0,93,333193.33,728,0.005723403886866522,0.12774725274725274,Zimmerman,Zimmerman,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|zimmerman,Zimmerman,Small,15590.48,219,333193.33,728,0.04679109272685621,0.3008241758241758,Zimmerman,Zimmerman,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|zimmerman,Zimmerman,Medium,38048.0,191,333193.33,728,0.11419196176586127,0.2623626373626374,Zimmerman,Zimmerman,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|zimmerman,Zimmerman,Large,100242.85,204,333193.33,728,0.3008549120716192,0.2802197802197802,Zimmerman,Zimmerman,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|zimmerman,Zimmerman,Mega,177405.0,21,333193.33,728,0.5324386295487967,0.028846153846153848,Zimmerman,Zimmerman,,,source_only
