year,contest_type,candidate_source_count,expenditure_count,total_spending,min_expenditure,q25_expenditure,median_expenditure,mean_expenditure,q75_expenditure,max_expenditure,std_expenditure
2026,county_commissioner,5,351,182871.47999999998,0.18,17.5,99.0,521.0013675213675,388.4,24485.0,1625.7270168167342
