year,contest_type,office,district,profile_key,candidate,spending_amount_micro,spending_amount_small,spending_amount_medium,spending_amount_large,spending_amount_mega,spending_amount_share_micro,spending_amount_share_small,spending_amount_share_medium,spending_amount_share_large,spending_amount_share_mega,spending_count_micro,spending_count_small,spending_count_medium,spending_count_large,spending_count_mega,spending_count_share_micro,spending_count_share_small,spending_count_share_medium,spending_count_share_large,spending_count_share_mega,total_spending,expenditure_count,average_expenditure,median_expenditure,min_expenditure,max_expenditure,std_expenditure,source_file_stem,source_candidate_name,canonical_candidate,candidate_key,linkage_status
2026,city_council,Portland City Council,3,2026|3|orestar|corcoran,Corcoran,127.68,545.7,1111.31,1094.98,0.0,0.044338413776578565,0.18950088030920212,0.3859157472904881,0.3802449586237312,0.0,16,8,7,2,0,0.48484848484848486,0.24242424242424243,0.21212121212121213,0.06060606060606061,0.0,2879.67,33,87.26272727272728,29.48,0.2,780.0,148.10821464542252,Corcoran,Corcoran,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|johnson,Johnson,33.3,241.16,115.0,0.0,0.0,0.08550300415960559,0.6192163508447593,0.29528064499563494,0.0,0.0,7,5,1,0,0,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.0,0.0,389.46,13,29.95846153846154,13.19,0.17,115.0,34.258506448801356,Johnson,Johnson,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|koyama,Koyama,3863.1,13297.9,11021.11,26204.45,256810.36000000002,0.012413683271672481,0.04273146405176503,0.03541522840264614,0.08420536424332219,0.8252342600305941,480,249,62,51,70,0.5263157894736842,0.2730263157894737,0.06798245614035088,0.05592105263157895,0.07675438596491228,311196.92,912,341.22469298245613,21.53,0.04,29165.0,1818.9612619203176,Koyama,Koyama,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|leon,Leon,197.84,465.29,818.01,505.5,0.0,0.09958522933193735,0.23420951959086703,0.4117555269198244,0.25444972415737127,0.0,19,8,5,1,0,0.5757575757575758,0.24242424242424243,0.15151515151515152,0.030303030303030304,0.0,1986.6399999999999,33,60.201212121212116,18.61,0.2,505.5,99.01600075106472,Leon,Leon,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|morillo,Morillo,1685.41,6468.99,7897.77,33612.72,187879.47,0.007095137935499711,0.027232766124188342,0.033247558477077714,0.14150081273240925,0.7909237247308251,217,141,53,61,50,0.4157088122605364,0.27011494252873564,0.10153256704980843,0.11685823754789272,0.09578544061302682,237544.36,522,455.0658237547892,30.0,0.2,20000.0,1763.4155374784825,Morillo,Morillo,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|mullen,Mullen,35.0,40.23,0.0,1000.0,0.0,0.03255117509742102,0.03741525069054993,0.0,0.930033574212029,0.0,6,1,0,1,0,0.75,0.125,0.0,0.125,0.0,1075.23,8,134.40375,4.915,3.5,1000.0,349.97275244704,Mullen,Mullen,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|novick,Novick,1168.88,12664.75,16394.3,75499.01,975917.12,0.0010806512449206258,0.011708796329912818,0.015156834495074099,0.06980023539351753,0.9022534825365749,104,192,96,129,141,0.15709969788519637,0.29003021148036257,0.14501510574018128,0.19486404833836857,0.21299093655589124,1081644.06,662,1633.903413897281,129.52499999999998,0.35,75039.0,5813.440766301724,Novick,Novick,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|sollitt,Sollitt,255.75,333.37,1165.55,905.89,0.0,0.09612637940884626,0.12530068857684096,0.43808446342123464,0.34048846859307813,0.0,25,5,8,2,0,0.625,0.125,0.2,0.05,0.0,2660.56,40,66.514,25.0,0.2,540.0,109.47349206835884,Sollitt,Sollitt,,,source_only
2026,city_council,Portland City Council,3,2026|3|orestar|zimmerman,Zimmerman,70.78,212.13,884.56,5233.5599999999995,1500.0,0.008958325686650982,0.026848398246810862,0.11195502358553253,0.6623895871804056,0.18984866530060007,14,6,5,9,1,0.4,0.17142857142857143,0.14285714285714285,0.2571428571428571,0.02857142857142857,7901.03,35,225.74371428571428,29.0,0.87,1500.0,355.1719675948682,Zimmerman,Zimmerman,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|arnold,Arnold,637.0699999999999,3254.17,7356.61,19120.36,88084.79,0.0053782512895409985,0.027472246376199844,0.06210572969869906,0.16141727098511646,0.7436265016504435,43,57,42,31,32,0.2097560975609756,0.2780487804878049,0.2048780487804878,0.15121951219512195,0.15609756097560976,118453.0,205,577.819512195122,110.0,0.69,20223.57,1678.8749990158137,Arnold,Arnold,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|clark,Clark,251.78,2564.4,3607.19,24257.29,163425.88,0.0012971227038511943,0.013211301381189939,0.018583557256751884,0.12496894746565469,0.8419390711925523,19,44,23,35,26,0.1292517006802721,0.29931972789115646,0.1564625850340136,0.23809523809523808,0.17687074829931973,194106.54,147,1320.4526530612245,131.75,0.7,32122.46,4749.128754920359,Clark,Clark,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|evenstar,Evenstar,384.83,219.15,616.54,792.48,1461.7,0.11075200736754252,0.06307019311019657,0.17743690102742682,0.22807148818603046,0.42066941030880367,60,4,4,2,1,0.8450704225352113,0.056338028169014086,0.056338028169014086,0.028169014084507043,0.014084507042253521,3474.7000000000003,71,48.939436619718315,4.98,0.2,1461.7,185.57099206724348,Evenstar,Evenstar,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|goldsmith,Goldsmith,0.89,55.0,0.0,275.0,0.0,0.0026897156154613317,0.16621838073075645,0.0,0.8310919036537823,0.0,1,1,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,330.89,3,110.29666666666667,55.0,0.89,275.0,145.1804533445647,Goldsmith,Goldsmith,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|green,Green,2226.19,5317.65,8980.22,35574.93,152874.08,0.010860890164742131,0.025943164143465286,0.043811706581747545,0.17355904363436622,0.7458251954756788,352,99,52,56,54,0.5742251223491027,0.16150081566068517,0.08482871125611746,0.09135399673735727,0.08809135399673736,204973.07,613,334.37694942903755,14.49,0.08,16830.0,1089.7680476748244,Green,Green,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|smith,Smith,741.25,559.47,2077.79,14525.0,10300.0,0.026282189699083552,0.01983689264208604,0.07367132672493601,0.5150068200731044,0.36520277086079,196,12,11,28,4,0.7808764940239044,0.04780876494023904,0.043824701195219126,0.11155378486055777,0.01593625498007968,28203.51,251,112.36458167330677,2.58,0.2,5000.0,408.5941608414445,Smith,Smith,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|thompson,Thompson,155.72,407.82,1337.8899999999999,4189.97,5100.0,0.013914255589113068,0.036440481083689254,0.1195462587343853,0.374391943814,0.45570706077881223,21,9,9,9,3,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,11191.4,51,219.4392156862745,47.78,0.35,2500.0,442.75727188084977,Thompson,Thompson,,,source_only
2026,city_council,Portland City Council,4,2026|4|orestar|zimmerman,Zimmerman,388.4,2984.08,3792.89,26446.39,259821.58,0.0013236396382224325,0.010169532882664254,0.012925899967604227,0.09012742042196024,0.885453507089549,28,56,23,47,38,0.14583333333333334,0.2916666666666667,0.11979166666666667,0.24479166666666666,0.19791666666666666,293433.34,192,1528.2986458333335,156.64,0.35,50000.0,5207.70770401999,Zimmerman,Zimmerman,,,source_only
