candidate_key,canonical_candidate,district,is_viable,fundraising,mentions,predicted,residual,money_measure,outcome_measure,district_r_squared,first_place_votes,total_spending
2024|2|mariah hudson,Mariah Hudson,2,True,74201.68,20051.0,25840.868542899712,-5789.868542899712,Fundraising,mentions,0.5613710329946147,,
2024|2|sameer kanal,Sameer Kanal,2,True,34711.76,31168.0,20041.60737402484,11126.39262597516,Fundraising,mentions,0.5613710329946147,,
2024|2|dan ryan,Dan Ryan,2,True,120133.0,34116.0,29518.838336200948,4597.161663799052,Fundraising,mentions,0.5613710329946147,,
2024|2|nabil zaghloul,Nabil Zaghloul,2,False,26484.0,6482.0,17976.47400618781,-11494.474006187811,Fundraising,mentions,0.5613710329946147,,
2024|2|bob simril,Bob Simril,2,False,26230.0,11062.0,17902.91104391597,-6840.91104391597,Fundraising,mentions,0.5613710329946147,,
2024|2|jonathan tasini,Jonathan Tasini,2,True,49453.07,22140.0,22743.453254387525,-603.4532543875248,Fundraising,mentions,0.5613710329946147,,
2024|2|tiffani penson,Tiffani Penson,2,True,80381.24,30148.0,26451.510309320918,3696.489690679082,Fundraising,mentions,0.5613710329946147,,
2024|2|michelle depass,Michelle DePass,2,True,32578.29,32612.0,19557.39828052897,13054.60171947103,Fundraising,mentions,0.5613710329946147,,
2024|2|reuben berlin,Reuben Berlin,2,False,6309.98,3784.0,7027.56572767593,-3243.5657276759302,Fundraising,mentions,0.5613710329946147,,
2024|3|angelita morillo,Angelita Morillo,3,True,64641.17,47477.0,37092.2152445368,10384.784755463203,Fundraising,mentions,0.7510150526226063,,
2024|3|ahlam k osman,Ahlam K Osman,3,False,9002.06,12133.0,16034.887521321303,-3901.887521321303,Fundraising,mentions,0.7510150526226063,,
2024|3|steve novick,Steve Novick,3,True,87240.55,51189.0,40294.80640276801,10894.193597231992,Fundraising,mentions,0.7510150526226063,,
2024|3|harrison kass,Harrison Kass,3,False,16057.89,9223.0,22216.503558152108,-12993.503558152108,Fundraising,mentions,0.7510150526226063,,
2024|3|luke zak,Luke Zak,3,False,9730.62,8581.0,16866.111575889285,-8285.111575889285,Fundraising,mentions,0.7510150526226063,,
2024|3|chris flanary,Chris Flanary,3,False,17826.94,20728.0,23332.81184555081,-2604.8118455508084,Fundraising,mentions,0.7510150526226063,,
2024|3|jonathan jon walker,Jonathan (Jon) Walker,3,False,3842.5,8736.0,6942.624968459044,1793.3750315409561,Fundraising,mentions,0.7510150526226063,,
2024|3|tiffany koyama lane,Tiffany Koyama Lane,3,True,88689.62,45876.0,40470.77449035234,5405.225509647658,Fundraising,mentions,0.7510150526226063,,
2024|3|kelly janes kj,Kelly Janes (KJ),3,False,4730.0,2684.0,9161.83131519401,-6477.831315194009,Fundraising,mentions,0.7510150526226063,,
2024|3|dan gilk,Dan Gilk,3,False,3490.0,3130.0,5915.074147391802,-2785.0741473918024,Fundraising,mentions,0.7510150526226063,,
2024|3|theo hathaway saner,Theo Hathaway Saner,3,False,7504.99,3525.0,14092.236891965527,-10567.236891965527,Fundraising,mentions,0.7510150526226063,,
2024|3|jesse cornett,Jesse Cornett,3,True,52912.46,31392.0,34953.592908490755,-3561.592908490755,Fundraising,mentions,0.7510150526226063,,
2024|3|matthew matt anderson,Matthew (Matt) Anderson,3,False,710.0,4506.0,-11082.782433312634,15588.782433312634,Fundraising,mentions,0.7510150526226063,,
2024|3|rex burkholder,Rex Burkholder,3,True,39230.39,29335.0,31757.76519864345,-2422.7651986434503,Fundraising,mentions,0.7510150526226063,,
2024|3|philippe knab,Philippe Knab,3,False,5115.0,19531.0,9997.546364597525,9533.453635402475,Fundraising,mentions,0.7510150526226063,,
2024|4|mitch green,Mitch Green,4,True,60464.56,33043.0,24641.521214672488,8401.478785327512,Fundraising,mentions,0.37418439783999424,,
2024|4|mike dinapoli,Mike DiNapoli,4,False,7289.0,3001.0,15078.128287605126,-12077.128287605126,Fundraising,mentions,0.37418439783999424,,
2024|4|moses ross,Moses Ross,4,False,27896.63,5238.0,21144.78461726384,-15906.784617263838,Fundraising,mentions,0.37418439783999424,,
2024|4|michael trimble,Michael Trimble,4,False,509.0,1856.0,3054.3391047959485,-1198.3391047959485,Fundraising,mentions,0.37418439783999424,,
2024|4|andra vltavin,Andra Vltavín,4,False,800.0,6504.0,5095.110639646122,1408.8893603538781,Fundraising,mentions,0.37418439783999424,,
2024|4|stanley penkin,Stanley Penkin,4,False,61847.0,9570.0,24743.710342373306,-15173.710342373306,Fundraising,mentions,0.37418439783999424,,
