candidate_key,canonical_candidate,district,is_viable,fundraising,contribution_count,mentions,first_place_votes,predicted_mentions,residual,district_r_squared,impossible_prediction,slope_change_if_dropped,absolute_residual
2024|1|timur ender,Timur Ender,1,True,61809.84,1260.0,16858.0,3550.0,20329.391615926754,-3471.3916159267537,0.8449910300205591,False,0.08157166246719681,3471.3916159267537
2024|1|terrence hayes,Terrence Hayes,1,True,36108.05,963.0,15967.0,3975.0,14660.385233286328,1306.614766713672,0.8449910300205591,False,0.007257663132293619,1306.614766713672
2024|1|loretta smith,Loretta Smith,1,True,43744.96,517.0,17984.0,5586.0,16344.847347934781,1639.1526520652187,0.8449910300205591,False,0.016612529478187532,1639.1526520652187
2024|1|deian salazar,Deian Salazar,1,False,1380.0,54.0,5262.0,720.0,7000.469830248018,-1738.4698302480183,0.8449910300205591,False,0.026179957758732088,1738.4698302480183
2024|1|noah ernst,Noah Ernst,1,True,12993.18,416.0,11606.0,4052.0,9561.972026894719,2044.0279731052815,0.8449910300205591,False,0.015508687156933546,2044.0279731052815
2024|1|jamie dunphy,Jamie Dunphy,1,True,35174.53,1055.0,18470.0,5064.0,14454.48008666726,4015.5199133327405,0.8449910300205591,False,0.020141584088813277,4015.5199133327405
2024|1|doug clove,Doug Clove,1,False,1505.0,13.0,7593.0,1698.0,7028.040898170916,564.9591018290839,0.8449910300205591,False,0.008458116751026637,564.9591018290839
2024|1|joe furi,Joe Furi,1,False,813.95,11.0,4070.0,355.0,6875.6170062659685,-2805.6170062659685,0.8449910300205591,False,0.04337570724033287,2805.6170062659685
2024|1|cayle tern,Cayle Tern,1,False,7395.0,313.0,9061.0,711.0,8327.189618697857,733.8103813021426,0.8449910300205591,False,0.008096860731715415,733.8103813021426
2024|1|thomas shervey,Thomas Shervey,1,False,1060.0,21.0,3507.0,385.0,6929.887896365401,-3422.8878963654006,0.8449910300205591,False,0.05232026996692757,3422.8878963654006
2024|1|steph routh,Steph Routh,1,True,76006.71,1975.0,20440.0,3894.0,23460.77455242715,-3020.7745524271486,0.8449910300205591,False,0.12065024167288914,3020.7745524271486
2024|1|candace avalos,Candace Avalos,1,True,58893.8,1494.0,22267.0,8297.0,19686.204920679662,2580.795079320338,0.8449910300205591,False,0.05409854934356898,2580.795079320338
2024|1|david linn,David Linn,1,False,4776.99,130.0,9324.0,1111.0,7749.738966435254,1574.261033564746,0.8449910300205591,False,0.02005144357894801,1574.261033564746
2024|2|chris olson,Chris Olson,2,False,7272.45,389.0,7509.0,1233.0,8918.369870375042,-1409.3698703750415,0.5344811604243966,False,0.009890581610999635,1409.3698703750415
