year,contest_type,candidate_source_count,contribution_count,total_amount,min_contribution,q25_contribution,median_contribution,mean_contribution,q75_contribution,max_contribution,std_contribution
2026,county_commissioner,5,486,231873.65,3.0,50.0,150.0,477.1062757201646,350.0,40000.0,2311.483340608724
