year,contest_type,office,district,profile_key,candidate,spending_amount_micro,spending_amount_small,spending_amount_medium,spending_amount_large,spending_amount_mega,spending_amount_share_micro,spending_amount_share_small,spending_amount_share_medium,spending_amount_share_large,spending_amount_share_mega,spending_count_micro,spending_count_small,spending_count_medium,spending_count_large,spending_count_mega,spending_count_share_micro,spending_count_share_small,spending_count_share_medium,spending_count_share_large,spending_count_share_mega,total_spending,expenditure_count,average_expenditure,median_expenditure,min_expenditure,max_expenditure,std_expenditure,source_file_stem,source_candidate_name,canonical_candidate,candidate_key,linkage_status
2024,city_council,Portland City Council,4,2024|4|bob callahan,Bob Callahan,294.15999999999997,895.12,1488.54,11277.56,8475.45,0.013114093415179016,0.03990579037868861,0.06636134284821381,0.5027705171854987,0.37784825617241985,46,20,8,20,4,0.46938775510204084,0.20408163265306123,0.08163265306122448,0.20408163265306123,0.04081632653061224,22430.829999999998,98,228.88602040816323,26.0,0.33,2700.0,471.3197111483767,Callahan,Callahan,Bob Callahan,2024|4|bob callahan,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|bob weinstein,Bob Weinstein,335.91,768.15,1373.91,19753.329999999998,58753.84,0.004147797978740298,0.009485073434459704,0.01696496418972666,0.24391301910449248,0.7254891452925808,26,14,9,33,17,0.26262626262626265,0.1414141414141414,0.09090909090909091,0.3333333333333333,0.1717171717171717,80985.14,99,818.0317171717172,300.0,0.88,19180.0,2231.927695246018,Weinstein,Weinstein,Bob Weinstein,2024|4|bob weinstein,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|chad lykins,Chad Lykins,613.34,1798.79,2817.09,26754.8,95942.9,0.004794456084770899,0.014061074869933552,0.02202108829009563,0.20914128160046377,0.7499820991547361,45,34,15,46,20,0.28125,0.2125,0.09375,0.2875,0.125,127926.92,160,799.54325,117.5,0.88,26750.0,2760.3309388512307,Lykins,Lykins,Chad Lykins,2024|4|chad lykins,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|chloe mason,Chloe Mason,29.41,743.3,759.04,5196.66,1995.0,0.0033713880237200822,0.08520750486335045,0.087011845138541,0.5957142906271744,0.228694971347214,3,11,5,13,1,0.09090909090909091,0.3333333333333333,0.15151515151515152,0.3939393939393939,0.030303030303030304,8723.41,33,264.34575757575755,150.0,2.63,1995.0,356.0512128194333,Mason,Mason,Chloe Mason,2024|4|chloe mason,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|chris henry,Chris Henry,144.42000000000002,1661.35,740.97,771.5799999999999,25617.61,0.004991026726979227,0.05741477809767994,0.02560726404853758,0.02666511841851981,0.8853218127082835,36,30,5,2,7,0.45,0.375,0.0625,0.025,0.0875,28935.93,80,361.699125,38.504999999999995,0.55,7911.0,1206.2696195035335,Henry,Henry,Chris Henry,2024|4|chris henry,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|ciatta r thompson,Ciatta R Thompson,155.72,407.82,1337.8899999999999,4189.97,5100.0,0.013914255589113068,0.036440481083689254,0.1195462587343853,0.374391943814,0.45570706077881223,21,9,9,9,3,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,11191.4,51,219.4392156862745,47.78,0.35,2500.0,442.75727188084977,Thompson,Thompson,Ciatta R Thompson,2024|4|ciatta r thompson,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|eli arnold,Eli Arnold,600.09,3194.17,6850.49,19120.36,78827.78,0.005526052396248042,0.029414172511662597,0.06308414851101209,0.1760737742590698,0.7259018523220074,41,56,39,31,29,0.20918367346938777,0.2857142857142857,0.1989795918367347,0.15816326530612246,0.14795918367346939,108592.89,196,554.0453571428571,105.38499999999999,0.69,20223.57,1675.4437560299878,Arnold,Arnold,Eli Arnold,2024|4|eli arnold,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|eric zimmerman,Eric Zimmerman,365.65,2915.03,3792.89,25450.5,258571.58,0.0012561163315219586,0.010013993682145372,0.013029703466884512,0.08743002514809137,0.8882701613713568,27,55,23,46,37,0.14361702127659576,0.2925531914893617,0.12234042553191489,0.24468085106382978,0.19680851063829788,291095.65,188,1548.3811170212766,156.64,0.35,50000.0,5260.654641166136,Zimmerman,Zimmerman,Eric Zimmerman,2024|4|eric zimmerman,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|jeremy beausoleil smith,Jeremy Beausoleil Smith,703.8,559.47,2077.79,13975.0,5300.0,0.031119478812843618,0.024737730621514097,0.09187232435711615,0.6179237232303063,0.23434674297821992,181,12,11,27,3,0.7735042735042735,0.05128205128205128,0.04700854700854701,0.11538461538461539,0.01282051282051282,22616.06,234,96.64982905982906,2.97,0.2,2800.0,273.41355590683276,Smith,Smith,Jeremy Beausoleil Smith,2024|4|jeremy beausoleil smith,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|john toran,John Toran,359.38,1291.78,2820.7,8464.57,3395.83,0.022004303139920623,0.07909376901910696,0.17270726770208164,0.5182730375343032,0.2079216226045875,30,23,20,18,2,0.3225806451612903,0.24731182795698925,0.21505376344086022,0.1935483870967742,0.021505376344086023,16332.26,93,175.6156989247312,64.04,0.69,2000.0,295.29972020112865,Toran,Toran,John Toran,2024|4|john toran,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|lisa freeman,Lisa Freeman,544.08,2452.06,4970.03,36040.31,22936.6,0.008127501752234886,0.036629028721116515,0.07424262522728266,0.5383724501471997,0.34262839415216634,44,48,31,66,12,0.21890547263681592,0.23880597014925373,0.15422885572139303,0.3283582089552239,0.05970149253731343,66943.08,201,333.0501492537314,149.95,0.4,5000.0,558.9995507945223,Freeman,Freeman,Lisa Freeman,2024|4|lisa freeman,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|michael trimble,Michael Trimble,64.86,275.0,310.0,700.0,0.0,0.04804942734802127,0.2037248307231861,0.2296534455425007,0.5185722963862919,0.0,14,5,2,1,0,0.6363636363636364,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.0,1349.86,22,61.35727272727272,4.115,0.7,700.0,150.45561750837632,trimble,trimble,Michael Trimble,2024|4|michael trimble,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|mike dinapoli,Mike DiNapoli,112.75,107.63,1379.57,4247.25,1541.8,0.015259169035052105,0.014566247124103397,0.18670591419677898,0.5748071457572067,0.20866152388685885,24,3,7,10,1,0.5333333333333333,0.06666666666666667,0.15555555555555556,0.2222222222222222,0.022222222222222223,7389.0,45,164.2,15.05,0.7,1541.8,278.9687598101264,DiNapoli,DiNapoli,Mike DiNapoli,2024|4|mike dinapoli,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|mitch green,Mitch Green,2140.21,4886.12,8489.9,34812.43,146733.4,0.010860588791165585,0.024794828593591278,0.04308236704721345,0.17665719114069953,0.7446050244273301,339,92,50,55,50,0.5784982935153583,0.15699658703071673,0.08532423208191127,0.09385665529010238,0.08532423208191127,197062.06,586,336.28337883959045,14.31,0.08,16830.0,1108.3212568103274,Green,Green,Mitch Green,2024|4|mitch green,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|moses ross,Moses Ross,922.29,4095.01,4652.31,20762.42,79857.01,0.008362480986324661,0.03712980002364696,0.04218288598758318,0.18825460807347674,0.7240702249289684,98,78,28,38,22,0.3712121212121212,0.29545454545454547,0.10606060606060606,0.14393939393939395,0.08333333333333333,110289.04,264,417.76151515151514,42.0,0.16,12250.0,1245.65273765071,Ross,Ross,Moses Ross,2024|4|moses ross,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|olivia clark,Olivia Clark,251.78,2564.4,3607.19,24257.29,163425.88,0.0012971227038511943,0.013211301381189939,0.018583557256751884,0.12496894746565469,0.8419390711925523,19,44,23,35,26,0.1292517006802721,0.29931972789115646,0.1564625850340136,0.23809523809523808,0.17687074829931973,194106.54,147,1320.4526530612245,131.75,0.7,32122.46,4749.128754920359,Clark,Clark,Olivia Clark,2024|4|olivia clark,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|orestar|kaluba,Kaluba,11.379999999999999,0.0,0.0,313.62,0.0,0.035015384615384615,0.0,0.0,0.9649846153846154,0.0,2,0,0,1,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,325.0,3,108.33333333333333,10.68,0.7,313.62,177.85348389428117,Kaluba,Kaluba,,,unmatched_source_candidate
2024,city_council,Portland City Council,4,2024|4|orestar|underdahl,Underdahl,55.21,269.28,1172.28,390.0,0.0,0.029261648213613742,0.14272009836917057,0.6213157936579445,0.20670245975927115,0.0,9,6,7,1,0,0.391304347826087,0.2608695652173913,0.30434782608695654,0.043478260869565216,0.0,1886.77,23,82.03347826086956,40.57,0.18,390.0,100.40803791659745,Underdahl,Underdahl,,,unmatched_source_candidate
2024,city_council,Portland City Council,4,2024|4|sarah silkie,Sarah Silkie,545.83,1826.45,4317.79,20347.55,74972.39,0.005350749401945947,0.01790461543921033,0.042327120642376176,0.19946620924750424,0.7349513052689634,54,31,27,37,23,0.313953488372093,0.18023255813953487,0.1569767441860465,0.21511627906976744,0.13372093023255813,102010.01,172,593.0814534883721,105.435,0.2,22000.0,2030.7147271209285,Silkie,Silkie,Sarah Silkie,2024|4|sarah silkie,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|stanley penkin,Stanley Penkin,459.34000000000003,2267.92,3255.6,8757.71,90622.71,0.004359583338711551,0.02152476650309292,0.03089881028760684,0.0831191853556571,0.8600976545149317,32,36,19,19,25,0.24427480916030533,0.2748091603053435,0.1450381679389313,0.1450381679389313,0.19083969465648856,105363.28,131,804.2998473282443,100.0,0.35,18573.0,2085.64751982687,Penkin,Penkin,Stanley Penkin,2024|4|stanley penkin,matched_to_official_candidate
2024,city_council,Portland City Council,4,2024|4|tony morse,Tony Morse,769.15,2659.09,1875.44,25728.15,50257.04,0.00946193494878204,0.03271161230313572,0.023071301151067793,0.31650273893584696,0.6182524126611676,53,51,13,43,12,0.3081395348837209,0.29651162790697677,0.0755813953488372,0.25,0.06976744186046512,81288.87,172,472.60970930232554,55.0,1.58,22863.25,1854.39705881098,Morse,Morse,Tony Morse,2024|4|tony morse,matched_to_official_candidate
