type,city,state,zip,amount,contributorType,contributionType,contributionSubType,date,matchAmount,oaeType,campaignId,campaignName,officeSought,batchId,source_file_group,longitude,latitude,isMiscCashContributionUnder100,district,year,candidate,candidate_norm,is_public_matching_contribution
contribution,Portland,OR,97266,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-30323,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97201,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,101,Jesse Cornett 2024, Councilor District 3,batch-30324,participant,,,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Denver,CO,80205,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30331,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Silver Spring,MD,20901,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30332,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97203,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,0.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-856,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97232,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-1577,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Cleveland,OH,44106,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30335,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Lafayette,LA,70506,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30336,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97211,11.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,99.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-24549,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97220,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-29025,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97217,11.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,0.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-30339,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97206,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30340,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Campbell,CA,95008,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-20191,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Beaverton,OR,97006,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30342,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Jacksonville,OR,97530,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,60,Angelita Morillo 2024, Councilor District 3,batch-10434,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97209,6.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-1191,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Kirkland,WA,98033,350.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-13557,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97214,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30346,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97202,50.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,125,Marnie Glickman 2024, Councilor District 2,batch-30347,participant,,,,2,2024,Marnie Glickman,marnie glickman,False
contribution,Beaverton,OR,97078,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-2195,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97210,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30349,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,East Wenatchee,WA,98802,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-11549,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,San Francisco,CA,94112,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30351,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97232,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30352,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97220,48.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-864,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97211,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30354,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Overland Park,KS,66210,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30355,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97213,22.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-29318,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,San Jose,CA,95110,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30357,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Happy Valley,OR,97086,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-29022,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Beaverton,OR,97006,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30359,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,North Bonneville,WA,98639,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30360,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97217,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-4297,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97219,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-937,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Duvall,WA,98019,12.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30363,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Vancouver,WA,98683,27.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30364,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97213,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,101,Jesse Cornett 2024, Councilor District 3,batch-30365,participant,,,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Portland,OR,97211,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-30366,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97227,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,90.0,matchable,89,Jonathan Tasini 2024, Councilor District 2,batch-30367,participant,,,,2,2024,Jonathan Tasini,jonathan tasini,False
contribution,Portland,OR,97217,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,101,Jesse Cornett 2024, Councilor District 3,batch-13889,participant,,,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Portland,OR,97214,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,0.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-30369,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Westminster,CA,92683,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30370,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97212,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,61,Timur Ender 2024, Councilor District 1,batch-24901,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,College Place,WA,99324,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30372,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97221,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,101,Jesse Cornett 2024, Councilor District 3,batch-4851,participant,,,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Bellingham,WA,98225,50.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30374,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Ridgefield,WA,98642,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30375,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97212,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,61,Timur Ender 2024, Councilor District 1,batch-30094,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97220,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,61,Timur Ender 2024, Councilor District 1,batch-24571,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97214,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,61,Timur Ender 2024, Councilor District 1,batch-4249,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97213,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-30379,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97239,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-1830,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97209,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-30381,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97225,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,0.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30382,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97232,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,61,Timur Ender 2024, Councilor District 1,batch-27951,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Sacramento,CA,95825,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,101,Jesse Cornett 2024, Councilor District 3,batch-30384,participant,,,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Portland,OR,97220,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30386,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97217,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-1237,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97213,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30388,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97239,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,110,Dan Ryan 2024, Councilor District 2,batch-17756,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97206,350.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30390,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97219,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30391,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97211,50.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30393,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97205,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,110,Dan Ryan 2024, Councilor District 2,batch-3805,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97214,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30395,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97232,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30396,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97215,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-1501,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Hyattsville,MD,20782,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30398,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97233,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-30404,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97212,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,61,Timur Ender 2024, Councilor District 1,batch-1774,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97232,50.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-30407,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97217,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-30408,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97215,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-30410,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Vancouver,WA,98664,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-30411,participant,,,,1,2024,Timur Ender,timur ender,False
contribution,Austin,TX,78759,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30413,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97211,50.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-30393,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,PORTLAND,OR,97216,50.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-6915,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97209,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-1811,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97217,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,110,Dan Ryan 2024, Councilor District 2,batch-3482,participant,,,,2,2024,Dan Ryan,dan ryan,False
contribution,Portland,OR,97217,15.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,135.0,matchable,125,Marnie Glickman 2024, Councilor District 2,batch-30422,participant,,,,2,2024,Marnie Glickman,marnie glickman,False
contribution,Portland,OR,97230,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,0.0,matchable,89,Jonathan Tasini 2024, Councilor District 2,batch-6355,participant,,,,2,2024,Jonathan Tasini,jonathan tasini,False
contribution,Portland,OR,97212,24.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-1374,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97212,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,125,Marnie Glickman 2024, Councilor District 2,batch-25324,participant,,,,2,2024,Marnie Glickman,marnie glickman,False
contribution,Frisco,TX,75034,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30427,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Fortuna,CA,95540,46.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,60,Angelita Morillo 2024, Councilor District 3,batch-30428,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Camas,WA,98607,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-12604,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97214,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-3676,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97230,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-29074,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97210,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30432,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97202,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-2138,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97218,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30435,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97206,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30438,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97212,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30439,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97218,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30441,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97239,22.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-774,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97266,15.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,135.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-9736,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97218,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-14230,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97202,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30447,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97215,100.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-23317,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97221,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-860,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97211,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-10295,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97212,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30451,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97206,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30452,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97214,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30453,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97218,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-10361,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97213,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,0.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-25,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97232,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-29382,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97218,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-4842,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97214,28.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,0.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-2745,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97217,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-29024,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97209,24.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-673,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97206,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-24011,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97206,28.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30462,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Centennial,CO,80016,30.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30463,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97215,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-1501,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,East Wenatchee,WA,98802,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30465,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97229,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,144,Sameer Kanal 2024, Councilor District 2,batch-30466,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Ridgefield,WA,98642,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-29195,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Oklahoma City,OK,73120,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,144,Sameer Kanal 2024, Councilor District 2,batch-30468,participant,,,,2,2024,Sameer Kanal,sameer kanal,False
contribution,Portland,OR,97206,50.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30469,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97217,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-30470,participant,,,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97203,5.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,45.0,matchable,125,Marnie Glickman 2024, Councilor District 2,batch-672,participant,,,,2,2024,Marnie Glickman,marnie glickman,False
contribution,Burlingame,CA,94010,25.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,,allowable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-10515,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97219,10.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,90.0,matchable,125,Marnie Glickman 2024, Councilor District 2,batch-30473,participant,,,,2,2024,Marnie Glickman,marnie glickman,False
contribution,Portland,OR,97202,20.0,individual,contribution,cash,2024-08-10 17:00:00+00:00,180.0,matchable,73,Tiffany Koyama Lane 2024, Councilor District 3,batch-30474,participant,,,,3,2024,Tiffany Koyama Lane,tiffany koyama lane,False
