type,city,state,zip,amount,contributorType,contributionType,contributionSubType,date,matchAmount,oaeType,campaignId,campaignName,officeSought,batchId,source_file_group,longitude,latitude,isMiscCashContributionUnder100,district,year,candidate,candidate_norm,is_public_matching_contribution
contribution,Portland,OR,97202,25.0,individual,contribution,cash,,250.0,matchable,177,Tom Sollitt 2026, Councilor District 3,batch-0,participant,,,,3,2026,Tom Sollitt,tom sollitt,False
contribution,VANCOUVER,WA,98664,40.0,individual,contribution,cash,2026-08-06 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-1,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97219,25.0,individual,contribution,cash,2026-08-06 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-2,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-08-06 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-3,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,50.0,individual,contribution,cash,2026-08-06 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-4,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-08-06 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-5,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,OAKLAND,CA,94610,50.0,individual,contribution,cash,2026-08-06 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-6,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,MISSOULA,MT,59802,40.0,individual,contribution,cash,2026-08-06 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-7,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97206,7.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-8,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,NEW YORK,NY,10031,40.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-9,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97211,40.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-10,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-11,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97218,25.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-12,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97214,10.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-13,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97202,40.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-14,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97220,1.66,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-15,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97239,5.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-16,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97214,5.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-17,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97206,50.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-18,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,40.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-19,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97239,5.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-16,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97220,1.66,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-15,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97239,5.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-16,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97215,100.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-23,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97202,10.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-24,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97213,10.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-25,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97214,10.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-13,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97220,1.66,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-15,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97203,25.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-28,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,10.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-13,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97220,25.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-30,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97219,10.0,individual,contribution,cash,2026-08-05 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-31,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97213,50.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-32,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97206,10.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,100.0,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-33,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97211,50.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-34,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,6.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-35,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97211,40.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-36,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97218,5.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-37,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97206,10.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-33,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97205,10.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-39,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97202,6.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-35,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,BOULDER,CO,80302,5.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-41,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97221,100.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-42,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97206,10.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-33,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97218,5.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-37,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97203,40.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-45,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97218,5.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-37,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97202,6.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-35,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,BEAVERTON,OR,97003,40.0,individual,contribution,cash,2026-08-04 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-48,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,VANCOUVER,WA,98663,50.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-49,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97212,25.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-50,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97202,50.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-51,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97232,5.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-52,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97215,40.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-53,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97215,25.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,250.0,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-54,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-55,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,40.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,250.0,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-56,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97215,25.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-57,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97242,40.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-58,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97212,25.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-50,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97213,100.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-60,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97219,40.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-61,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97206,20.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-62,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97204,43048.0,other,contribution,cash,2026-08-03 07:00:00+00:00,,public_matching_contribution,197,Angelita Morillo 2026, Councilor District 3,batch-63,participant,,,,3,2026,Angelita Morillo,angelita morillo,True
contribution,PORTLAND,OR,97213,50.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-64,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97217,40.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-65,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97217,25.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-66,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97215,20.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,200.0,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-67,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97206,5.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-68,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97215,40.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-69,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97232,5.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-70,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,GREENWOOD VILLAGE,CO,80111,30.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-71,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,LAGUNA HILLS,CA,92653,50.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-72,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,WASHOUGAL,WA,98671,40.0,individual,contribution,cash,2026-08-03 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-73,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,ALBUQUERQUE,NM,87112,25.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-74,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97203,40.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-75,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,40.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-76,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,CONCORD,CA,94521,50.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-77,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,10.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-78,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,SPOKANE,WA,99205,350.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-79,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97215,40.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-80,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97233,40.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-81,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,100.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-82,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,CHEVY CHASE,MD,20815,40.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-83,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97220,40.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-84,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,BROOKLYN,NY,11215,40.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-85,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,SPOKANE,WA,99205,350.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-86,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97214,30.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-87,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97211,30.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-36,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,VANCOUVER,WA,98684,30.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-89,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-90,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97211,25.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-91,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,25.0,individual,contribution,cash,2026-08-02 07:00:00+00:00,250.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-92,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97266,25.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,250.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-93,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PALMER,AK,99645,50.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,199,Jamey Evenstar 2026, Councilor District 4,batch-94,participant,,,,4,2026,Jamey Evenstar,jamey evenstar,False
contribution,PORTLAND,OR,97206,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-68,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,MCMINNVILLE,OR,97128,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-96,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97217,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-97,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,RICHMOND,VA,23220,20.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-98,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97202,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,50.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-99,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97211,25.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-100,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97203,56.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-101,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97232,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,50.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-102,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97214,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-103,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,MCMINNVILLE,OR,97128,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-96,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PHILADELPHIA,PA,19140,50.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-105,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,HILLSBORO,OR,97124,40.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-106,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,LOS ANGELES,CA,90042,50.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-107,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97211,50.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-108,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97217,40.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-109,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,20.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,200.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-110,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,SALEM,OR,97301,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-111,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,BEAVERTON,OR,97006,30.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-112,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97202,10.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,100.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-113,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,BEAVERTON,OR,97006,40.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-114,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,50.0,matchable,199,Jamey Evenstar 2026, Councilor District 4,batch-99,participant,,,,4,2026,Jamey Evenstar,jamey evenstar,False
contribution,PORTLAND,OR,97210,25.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-116,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97202,50.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,250.0,matchable,199,Jamey Evenstar 2026, Councilor District 4,batch-117,participant,,,,4,2026,Jamey Evenstar,jamey evenstar,False
contribution,Portland,OR,97220,15.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,matchable,177,Tom Sollitt 2026, Councilor District 3,batch-118,participant,,,,3,2026,Tom Sollitt,tom sollitt,False
