year,district,receiving_candidate,conditioning_candidate,boost
2024,2,Marnie Glickman,Debbie Kitchin,0.12529858265714666
2024,2,Marnie Glickman,Chris Olson,0.16043448588782383
2024,2,Marnie Glickman,Nabil Zaghloul,-0.03710737984573237
2024,2,Marnie Glickman,Laura Streib,0.003140977371970277
2024,2,Marnie Glickman,Liz Taylor,-0.03533852825562758
2024,2,Marnie Glickman,Will Mespelt,-0.15085523455612265
2024,2,Marnie Glickman,Reuben Berlin,-0.07797832641887395
2024,2,Marnie Glickman,Sam Sachs,-0.09925398237896235
2024,2,Marnie Glickman,Antonio Jamal PettyJohnBlue,-0.04840707672835087
2024,2,Marnie Glickman,Uncertified Write In,-0.13386752823622072
2024,2,Mariah Hudson,Elana Pirtle-Guiney,0.044667952313917736
2024,2,Mariah Hudson,Dan Ryan,0.11373496436871178
2024,2,Mariah Hudson,Michelle DePass,-0.03734727628275669
2024,2,Mariah Hudson,Sameer Kanal,-0.13548232662640264
2024,2,Mariah Hudson,Nat West,-0.08335802019562719
2024,2,Mariah Hudson,Tiffani Penson,0.06412886510833571
2024,2,Mariah Hudson,Jonathan Tasini,-0.1014264759079023
2024,2,Mariah Hudson,Marnie Glickman,-0.08533850558713335
2024,2,Mariah Hudson,Michael (Mike) Marshall,0.1773881757938302
2024,2,Mariah Hudson,James Armstrong,0.20073153836576335
2024,2,Mariah Hudson,Jennifer Park,-0.12089394242722767
2024,2,Mariah Hudson,Bob Simril,0.14050695114046452
2024,2,Mariah Hudson,Debbie Kitchin,-0.014054065065249255
2024,2,Mariah Hudson,Chris Olson,-0.1581281538582282
2024,2,Mariah Hudson,Nabil Zaghloul,0.07706031831929122
2024,2,Mariah Hudson,Laura Streib,0.003328593094932941
2024,2,Mariah Hudson,Liz Taylor,0.02558943929867974
2024,2,Mariah Hudson,Will Mespelt,0.09646094958495888
2024,2,Mariah Hudson,Reuben Berlin,0.038224524548543415
2024,2,Mariah Hudson,Sam Sachs,0.008540870696630787
2024,2,Mariah Hudson,Antonio Jamal PettyJohnBlue,-0.044667331574174074
2024,2,Mariah Hudson,Uncertified Write In,-0.10008816689345368
2024,2,Michael (Mike) Marshall,Elana Pirtle-Guiney,0.044508343223855634
2024,2,Michael (Mike) Marshall,Dan Ryan,0.0716704634165645
2024,2,Michael (Mike) Marshall,Michelle DePass,-0.020978983452226985
2024,2,Michael (Mike) Marshall,Sameer Kanal,-0.07355746846964664
2024,2,Michael (Mike) Marshall,Nat West,-0.06122727800996655
2024,2,Michael (Mike) Marshall,Tiffani Penson,-0.0034595945381944437
2024,2,Michael (Mike) Marshall,Jonathan Tasini,-0.05246083610958588
2024,2,Michael (Mike) Marshall,Marnie Glickman,-0.059871971472025526
2024,2,Michael (Mike) Marshall,Mariah Hudson,0.1387539847962911
2024,2,Michael (Mike) Marshall,James Armstrong,0.19349748277455084
2024,2,Michael (Mike) Marshall,Jennifer Park,-0.049731952833698106
2024,2,Michael (Mike) Marshall,Bob Simril,0.03456741412229267
2024,2,Michael (Mike) Marshall,Debbie Kitchin,-0.012582823112906621
2024,2,Michael (Mike) Marshall,Chris Olson,-0.033610773258178295
2024,2,Michael (Mike) Marshall,Nabil Zaghloul,0.04695756581895669
2024,2,Michael (Mike) Marshall,Laura Streib,-0.024024669322175424
2024,2,Michael (Mike) Marshall,Liz Taylor,-0.05877792542210708
2024,2,Michael (Mike) Marshall,Will Mespelt,0.03153563052861294
2024,2,Michael (Mike) Marshall,Reuben Berlin,0.01792065893158018
2024,2,Michael (Mike) Marshall,Sam Sachs,0.06691029173766991
2024,2,Michael (Mike) Marshall,Antonio Jamal PettyJohnBlue,-0.03405250763635634
2024,2,Michael (Mike) Marshall,Uncertified Write In,-0.10453057673517885
2024,2,James Armstrong,Elana Pirtle-Guiney,0.04792875850880418
2024,2,James Armstrong,Dan Ryan,0.08770153889212493
2024,2,James Armstrong,Michelle DePass,0.020736398480490192
2024,2,James Armstrong,Sameer Kanal,-0.10260575052123781
2024,2,James Armstrong,Nat West,-0.056093266492815264
2024,2,James Armstrong,Tiffani Penson,-0.03388270771039825
2024,2,James Armstrong,Jonathan Tasini,-0.10763042433488217
2024,2,James Armstrong,Marnie Glickman,-0.10121920499535023
2024,2,James Armstrong,Mariah Hudson,0.13518920223885436
2024,2,James Armstrong,Michael (Mike) Marshall,0.16660227030014887
2024,2,James Armstrong,Jennifer Park,-0.09402372030667684
2024,2,James Armstrong,Bob Simril,0.043566385891521786
2024,2,James Armstrong,Debbie Kitchin,-0.012607793063968531
2024,2,James Armstrong,Chris Olson,-0.08193147084781101
2024,2,James Armstrong,Nabil Zaghloul,-0.04805277939665145
2024,2,James Armstrong,Laura Streib,0.010004987580293084
2024,2,James Armstrong,Liz Taylor,-0.03758318867611482
2024,2,James Armstrong,Will Mespelt,0.19521710431204867
2024,2,James Armstrong,Reuben Berlin,0.12862716956593354
2024,2,James Armstrong,Sam Sachs,0.04275643907105123
2024,2,James Armstrong,Antonio Jamal PettyJohnBlue,-0.02235268948109792
2024,2,James Armstrong,Uncertified Write In,-0.0672998367082399
2024,2,Jennifer Park,Elana Pirtle-Guiney,-0.03573420784299347
2024,2,Jennifer Park,Dan Ryan,-0.09185207679682456
2024,2,Jennifer Park,Michelle DePass,-0.017165105036765577
2024,2,Jennifer Park,Sameer Kanal,0.08009491231364599
2024,2,Jennifer Park,Nat West,0.04238483526438597
2024,2,Jennifer Park,Tiffani Penson,-0.03826272832246025
2024,2,Jennifer Park,Jonathan Tasini,0.10036121050195299
2024,2,Jennifer Park,Marnie Glickman,0.11444212831663358
2024,2,Jennifer Park,Mariah Hudson,-0.06707018181439732
2024,2,Jennifer Park,Michael (Mike) Marshall,-0.03527277756452803
2024,2,Jennifer Park,James Armstrong,-0.07745259661518611
2024,2,Jennifer Park,Bob Simril,-0.07094991965268008
2024,2,Jennifer Park,Debbie Kitchin,0.017358121961677908
2024,2,Jennifer Park,Chris Olson,0.3436410542738892
2024,2,Jennifer Park,Nabil Zaghloul,-0.033713833529367715
2024,2,Jennifer Park,Laura Streib,0.116965045682219
2024,2,Jennifer Park,Liz Taylor,0.11172760102445078
2024,2,Jennifer Park,Will Mespelt,-0.05637748167041329
2024,2,Jennifer Park,Reuben Berlin,-0.021552003697137556
2024,2,Jennifer Park,Sam Sachs,-0.00111407809418132
2024,2,Jennifer Park,Antonio Jamal PettyJohnBlue,0.026274009993732916
2024,2,Jennifer Park,Uncertified Write In,-0.07954161126713843
2024,2,Bob Simril,Elana Pirtle-Guiney,-0.05839277355437682
2024,2,Bob Simril,Dan Ryan,0.04281828695132264
2024,2,Bob Simril,Michelle DePass,-0.08673441753435235
2024,2,Bob Simril,Sameer Kanal,-0.07974706518222438
2024,2,Bob Simril,Nat West,-0.04873751978343814
2024,2,Bob Simril,Tiffani Penson,0.026856868927638555
2024,2,Bob Simril,Jonathan Tasini,-0.06848292958997865
2024,2,Bob Simril,Marnie Glickman,-0.06792836684771063
2024,2,Bob Simril,Mariah Hudson,0.07751672702188511
2024,2,Bob Simril,Michael (Mike) Marshall,0.024380562039071796
2024,2,Bob Simril,James Armstrong,0.03568804507790388
2024,2,Bob Simril,Jennifer Park,-0.07055447781355151
2024,2,Bob Simril,Debbie Kitchin,-0.002084800526528402
2024,2,Bob Simril,Chris Olson,-0.06453128493303402
2024,2,Bob Simril,Nabil Zaghloul,0.061042206656961306
2024,2,Bob Simril,Laura Streib,0.004732298436889076
2024,2,Bob Simril,Liz Taylor,0.009067667446986644
2024,2,Bob Simril,Will Mespelt,0.26085243928722535
2024,2,Bob Simril,Reuben Berlin,0.1481204744637941
2024,2,Bob Simril,Sam Sachs,0.1278764471293787
2024,2,Bob Simril,Antonio Jamal PettyJohnBlue,0.0025527349869818583
2024,2,Bob Simril,Uncertified Write In,-0.03385475147097425
2024,2,Debbie Kitchin,Elana Pirtle-Guiney,0.00048779468918781765
2024,2,Debbie Kitchin,Dan Ryan,-0.030260898345731757
2024,2,Debbie Kitchin,Michelle DePass,-0.016688057914178087
2024,2,Debbie Kitchin,Sameer Kanal,0.01597317023126718
2024,2,Debbie Kitchin,Nat West,0.009064770366713382
2024,2,Debbie Kitchin,Tiffani Penson,-0.0037152282281877475
2024,2,Debbie Kitchin,Jonathan Tasini,-0.04185988741570218
2024,2,Debbie Kitchin,Marnie Glickman,0.05496252143972144
2024,2,Debbie Kitchin,Mariah Hudson,-0.006369923859806753
2024,2,Debbie Kitchin,Michael (Mike) Marshall,-0.007291041599725531
2024,2,Debbie Kitchin,James Armstrong,-0.008484865474329528
2024,2,Debbie Kitchin,Jennifer Park,0.01418110503305725
2024,2,Debbie Kitchin,Bob Simril,-0.0017127704922337839
2024,2,Debbie Kitchin,Chris Olson,0.009528076657040169
2024,2,Debbie Kitchin,Nabil Zaghloul,0.01041535913600225
2024,2,Debbie Kitchin,Laura Streib,0.08002771801150721
2024,2,Debbie Kitchin,Liz Taylor,0.07061039226172508
2024,2,Debbie Kitchin,Will Mespelt,0.015839315391636577
2024,2,Debbie Kitchin,Reuben Berlin,0.08068141710234653
2024,2,Debbie Kitchin,Sam Sachs,0.022440815553556037
2024,2,Debbie Kitchin,Antonio Jamal PettyJohnBlue,0.03917310756579065
2024,2,Debbie Kitchin,Uncertified Write In,-0.04776786002026365
2024,2,Chris Olson,Elana Pirtle-Guiney,-0.030553216651470927
2024,2,Chris Olson,Dan Ryan,-0.0660747106669792
2024,2,Chris Olson,Michelle DePass,-0.04203464905195581
2024,2,Chris Olson,Sameer Kanal,0.05995564734818008
2024,2,Chris Olson,Nat West,0.03246438342105161
2024,2,Chris Olson,Tiffani Penson,-0.03197674525079569
2024,2,Chris Olson,Jonathan Tasini,0.06713243117111757
2024,2,Chris Olson,Marnie Glickman,0.05814762788549423
2024,2,Chris Olson,Mariah Hudson,-0.05921820893329188
2024,2,Chris Olson,Michael (Mike) Marshall,-0.016091768451648863
2024,2,Chris Olson,James Armstrong,-0.045558605938700605
2024,2,Chris Olson,Jennifer Park,0.2319669791929732
2024,2,Chris Olson,Bob Simril,-0.04380450357640142
2024,2,Chris Olson,Debbie Kitchin,0.007872615274836542
2024,2,Chris Olson,Nabil Zaghloul,-0.03376041726163499
2024,2,Chris Olson,Laura Streib,0.03056674208188344
2024,2,Chris Olson,Liz Taylor,0.060852348405586634
2024,2,Chris Olson,Will Mespelt,-0.01879375524488322
2024,2,Chris Olson,Reuben Berlin,0.017636670004908303
2024,2,Chris Olson,Sam Sachs,0.03405289098005938
2024,2,Chris Olson,Antonio Jamal PettyJohnBlue,0.06270347813439735
2024,2,Chris Olson,Uncertified Write In,-0.029098425512075227
2024,2,Nabil Zaghloul,Elana Pirtle-Guiney,-0.011260436451294861
2024,2,Nabil Zaghloul,Dan Ryan,0.0040713144370529974
2024,2,Nabil Zaghloul,Michelle DePass,-0.03375295009734834
2024,2,Nabil Zaghloul,Sameer Kanal,-0.00928644802116721
2024,2,Nabil Zaghloul,Nat West,-0.015432946223096697
2024,2,Nabil Zaghloul,Tiffani Penson,0.015631243284885146
2024,2,Nabil Zaghloul,Jonathan Tasini,-0.018292366814954747
2024,2,Nabil Zaghloul,Marnie Glickman,-0.011609713107444602
2024,2,Nabil Zaghloul,Mariah Hudson,0.0249117242703928
2024,2,Nabil Zaghloul,Michael (Mike) Marshall,0.01940697154032628
2024,2,Nabil Zaghloul,James Armstrong,-0.023065618783256414
2024,2,Nabil Zaghloul,Jennifer Park,-0.019645187786530155
2024,2,Nabil Zaghloul,Bob Simril,0.035768901062233155
2024,2,Nabil Zaghloul,Debbie Kitchin,0.007428736566853722
2024,2,Nabil Zaghloul,Chris Olson,-0.029143031654004253
2024,2,Nabil Zaghloul,Laura Streib,0.024487825838456934
2024,2,Nabil Zaghloul,Liz Taylor,0.0324686288823616
2024,2,Nabil Zaghloul,Will Mespelt,0.010737158804709282
2024,2,Nabil Zaghloul,Reuben Berlin,0.034911251901993526
2024,2,Nabil Zaghloul,Sam Sachs,0.07250505674001734
2024,2,Nabil Zaghloul,Antonio Jamal PettyJohnBlue,0.11096188556815767
2024,2,Nabil Zaghloul,Uncertified Write In,0.0021654185528450776
2024,2,Laura Streib,Elana Pirtle-Guiney,-0.013924322296745367
2024,2,Laura Streib,Dan Ryan,-0.015553056391531643
2024,2,Laura Streib,Michelle DePass,-0.019842614759626002
2024,2,Laura Streib,Sameer Kanal,-0.015893756697023982
2024,2,Laura Streib,Nat West,-0.011049190645838064
2024,2,Laura Streib,Tiffani Penson,0.005762006595578503
2024,2,Laura Streib,Jonathan Tasini,-0.011929582708090386
2024,2,Laura Streib,Marnie Glickman,0.0007349868857665642
2024,2,Laura Streib,Mariah Hudson,0.0008047987294516473
2024,2,Laura Streib,Michael (Mike) Marshall,-0.0074261410911697565
2024,2,Laura Streib,James Armstrong,0.003591837958327959
2024,2,Laura Streib,Jennifer Park,0.050975057665174184
2024,2,Laura Streib,Bob Simril,0.002073963372088067
2024,2,Laura Streib,Debbie Kitchin,0.04269084253078641
2024,2,Laura Streib,Chris Olson,0.01973466048914249
2024,2,Laura Streib,Nabil Zaghloul,0.01831486881592706
2024,2,Laura Streib,Liz Taylor,0.11365063989316496
2024,2,Laura Streib,Will Mespelt,0.03989622013627517
2024,2,Laura Streib,Reuben Berlin,0.025433459703165295
2024,2,Laura Streib,Sam Sachs,0.05650135254554921
2024,2,Laura Streib,Antonio Jamal PettyJohnBlue,0.05856499031448431
2024,2,Laura Streib,Uncertified Write In,-0.00717762884504488
2024,2,Liz Taylor,Elana Pirtle-Guiney,-0.02110589058309493
2024,2,Liz Taylor,Dan Ryan,-0.013844724082212316
2024,2,Liz Taylor,Michelle DePass,-0.02406985450462365
2024,2,Liz Taylor,Sameer Kanal,-0.02278396444538442
2024,2,Liz Taylor,Nat West,-0.020564727484693415
2024,2,Liz Taylor,Tiffani Penson,0.022349566909445784
2024,2,Liz Taylor,Jonathan Tasini,-0.027223691615585625
2024,2,Liz Taylor,Marnie Glickman,-0.007731902142231871
2024,2,Liz Taylor,Mariah Hudson,0.005785094426258797
2024,2,Liz Taylor,Michael (Mike) Marshall,-0.01698803468110248
2024,2,Liz Taylor,James Armstrong,-0.012615861542419171
2024,2,Liz Taylor,Jennifer Park,0.04552869610246631
2024,2,Liz Taylor,Bob Simril,0.003715759947314261
2024,2,Liz Taylor,Debbie Kitchin,0.03521973020713026
2024,2,Liz Taylor,Chris Olson,0.03673507728359625
2024,2,Liz Taylor,Nabil Zaghloul,0.022706000420201336
2024,2,Liz Taylor,Laura Streib,0.10626616143476006
2024,2,Liz Taylor,Will Mespelt,0.009993223121361264
2024,2,Liz Taylor,Reuben Berlin,0.03427291559854853
2024,2,Liz Taylor,Sam Sachs,0.08183039632850439
2024,2,Liz Taylor,Antonio Jamal PettyJohnBlue,0.14174015641243073
2024,2,Liz Taylor,Uncertified Write In,0.03999292728908338
2024,2,Will Mespelt,Elana Pirtle-Guiney,-0.03571886565185922
2024,2,Will Mespelt,Dan Ryan,0.006437959537540186
2024,2,Will Mespelt,Michelle DePass,-0.037245579471375315
2024,2,Will Mespelt,Sameer Kanal,-0.031152574377068816
2024,2,Will Mespelt,Nat West,-0.01916432859429513
2024,2,Will Mespelt,Tiffani Penson,-0.007649520381162518
2024,2,Will Mespelt,Jonathan Tasini,-0.027168187638950923
2024,2,Will Mespelt,Marnie Glickman,-0.028280805628727694
2024,2,Will Mespelt,Mariah Hudson,0.01868506948221936
2024,2,Will Mespelt,Michael (Mike) Marshall,0.0078095121763027756
2024,2,Will Mespelt,James Armstrong,0.05614804747837655
2024,2,Will Mespelt,Jennifer Park,-0.01968447849765239
2024,2,Will Mespelt,Bob Simril,0.09158839940260202
2024,2,Will Mespelt,Debbie Kitchin,0.0067693553016193245
2024,2,Will Mespelt,Chris Olson,-0.009720994189789105
2024,2,Will Mespelt,Nabil Zaghloul,0.006433681702790933
2024,2,Will Mespelt,Laura Streib,0.03196306085175181
2024,2,Will Mespelt,Liz Taylor,0.008562470461806124
2024,2,Will Mespelt,Reuben Berlin,0.14337144006176583
2024,2,Will Mespelt,Sam Sachs,0.12104918263673484
2024,2,Will Mespelt,Antonio Jamal PettyJohnBlue,0.02568805796826297
2024,2,Will Mespelt,Uncertified Write In,0.025065030384432183
2024,2,Reuben Berlin,Elana Pirtle-Guiney,-0.024822013222887834
2024,2,Reuben Berlin,Dan Ryan,-0.0036389446096110126
2024,2,Reuben Berlin,Michelle DePass,-0.03101268771825556
2024,2,Reuben Berlin,Sameer Kanal,-0.019044144028287188
2024,2,Reuben Berlin,Nat West,-0.013270343866887378
2024,2,Reuben Berlin,Tiffani Penson,-0.0071827040997648195
2024,2,Reuben Berlin,Jonathan Tasini,-0.025239789296683746
2024,2,Reuben Berlin,Marnie Glickman,-0.01424220422671199
2024,2,Reuben Berlin,Mariah Hudson,0.007213685147458397
2024,2,Reuben Berlin,Michael (Mike) Marshall,0.004323627480049691
2024,2,Reuben Berlin,James Armstrong,0.03604303981320293
2024,2,Reuben Berlin,Jennifer Park,-0.007331246133582214
2024,2,Reuben Berlin,Bob Simril,0.05066786072780661
2024,2,Reuben Berlin,Debbie Kitchin,0.03359358300124111
2024,2,Reuben Berlin,Chris Olson,0.008887622759165402
2024,2,Reuben Berlin,Nabil Zaghloul,0.02038015692643374
2024,2,Reuben Berlin,Laura Streib,0.019851528778213175
2024,2,Reuben Berlin,Liz Taylor,0.02860990792519471
2024,2,Reuben Berlin,Will Mespelt,0.1396801053536874
2024,2,Reuben Berlin,Sam Sachs,0.0851639382061248
2024,2,Reuben Berlin,Antonio Jamal PettyJohnBlue,0.058866397463119675
2024,2,Reuben Berlin,Uncertified Write In,0.01738442838774324
2024,2,Sam Sachs,Elana Pirtle-Guiney,-0.018099471646328975
2024,2,Sam Sachs,Dan Ryan,-0.00195419710370226
2024,2,Sam Sachs,Michelle DePass,-0.016761374330964942
2024,2,Sam Sachs,Sameer Kanal,-0.0156497219202299
2024,2,Sam Sachs,Nat West,-0.012730613147309073
2024,2,Sam Sachs,Tiffani Penson,-0.0020378738750352066
2024,2,Sam Sachs,Jonathan Tasini,-0.011803949312093144
2024,2,Sam Sachs,Marnie Glickman,-0.013528972209585367
2024,2,Sam Sachs,Mariah Hudson,0.0012029035383415015
2024,2,Sam Sachs,Michael (Mike) Marshall,0.012047606724507776
2024,2,Sam Sachs,James Armstrong,0.008941364331801586
2024,2,Sam Sachs,Jennifer Park,-0.0002828260102452351
2024,2,Sam Sachs,Bob Simril,0.032645370339302614
2024,2,Sam Sachs,Debbie Kitchin,0.006973246382399011
2024,2,Sam Sachs,Chris Olson,0.012806680533717897
2024,2,Sam Sachs,Nabil Zaghloul,0.031588133328264274
2024,2,Sam Sachs,Laura Streib,0.0329125040405592
2024,2,Sam Sachs,Liz Taylor,0.050979271835803315
2024,2,Sam Sachs,Will Mespelt,0.08801310292640041
2024,2,Sam Sachs,Reuben Berlin,0.06355786508829186
2024,2,Sam Sachs,Antonio Jamal PettyJohnBlue,0.06885607770509916
2024,2,Sam Sachs,Uncertified Write In,0.010077938268003482
2024,2,Antonio Jamal PettyJohnBlue,Elana Pirtle-Guiney,-0.008152841125161146
2024,2,Antonio Jamal PettyJohnBlue,Dan Ryan,-0.009501948489522013
2024,2,Antonio Jamal PettyJohnBlue,Michelle DePass,-4.2188276040074774e-05
2024,2,Antonio Jamal PettyJohnBlue,Sameer Kanal,-0.0005727520687105921
2024,2,Antonio Jamal PettyJohnBlue,Nat West,-0.007214501417292537
2024,2,Antonio Jamal PettyJohnBlue,Tiffani Penson,-0.0022983297390618412
2024,2,Antonio Jamal PettyJohnBlue,Jonathan Tasini,-0.006911074884690291
2024,2,Antonio Jamal PettyJohnBlue,Marnie Glickman,-0.0038107897549927716
2024,2,Antonio Jamal PettyJohnBlue,Mariah Hudson,-0.003633355832501014
2024,2,Antonio Jamal PettyJohnBlue,Michael (Mike) Marshall,-0.003541165516124531
2024,2,Antonio Jamal PettyJohnBlue,James Armstrong,-0.002699736118459025
2024,2,Antonio Jamal PettyJohnBlue,Jennifer Park,0.0038522932667905754
2024,2,Antonio Jamal PettyJohnBlue,Bob Simril,0.00037637956642265144
2024,2,Antonio Jamal PettyJohnBlue,Debbie Kitchin,0.007030296923393988
2024,2,Antonio Jamal PettyJohnBlue,Chris Olson,0.013619572890824619
2024,2,Antonio Jamal PettyJohnBlue,Nabil Zaghloul,0.027920215267149828
2024,2,Antonio Jamal PettyJohnBlue,Laura Streib,0.01970286699730279
2024,2,Antonio Jamal PettyJohnBlue,Liz Taylor,0.050998940019562
2024,2,Antonio Jamal PettyJohnBlue,Will Mespelt,0.010787132478433804
2024,2,Antonio Jamal PettyJohnBlue,Reuben Berlin,0.02537291074586369
2024,2,Antonio Jamal PettyJohnBlue,Sam Sachs,0.03976779841962349
2024,2,Antonio Jamal PettyJohnBlue,Uncertified Write In,0.009381929158456065
2024,2,Uncertified Write In,Elana Pirtle-Guiney,-0.004067418537132979
2024,2,Uncertified Write In,Dan Ryan,-0.0021188006596596807
2024,2,Uncertified Write In,Michelle DePass,-0.003324774831343429
2024,2,Uncertified Write In,Sameer Kanal,-0.0031443548866562088
2024,2,Uncertified Write In,Nat West,-0.0030124336911994554
2024,2,Uncertified Write In,Tiffani Penson,-0.0017128773149558572
2024,2,Uncertified Write In,Jonathan Tasini,-0.0033798418197254023
2024,2,Uncertified Write In,Marnie Glickman,-0.0035990063339885582
2024,2,Uncertified Write In,Mariah Hudson,-0.0027803655159170963
2024,2,Uncertified Write In,Michael (Mike) Marshall,-0.003712288398463059
2024,2,Uncertified Write In,James Armstrong,-0.002775918916357348
2024,2,Uncertified Write In,Jennifer Park,-0.003982800923750099
2024,2,Uncertified Write In,Bob Simril,-0.0017046733474356049
2024,2,Uncertified Write In,Debbie Kitchin,-0.002927673639006036
2024,2,Uncertified Write In,Chris Olson,-0.002158452924520696
2024,2,Uncertified Write In,Nabil Zaghloul,0.00018607499752155282
2024,2,Uncertified Write In,Laura Streib,-0.0008246574394987615
2024,2,Uncertified Write In,Liz Taylor,0.004914198213108193
2024,2,Uncertified Write In,Will Mespelt,0.0035945473543070863
2024,2,Uncertified Write In,Reuben Berlin,0.002558965806546773
2024,2,Uncertified Write In,Sam Sachs,0.0019877519884128675
2024,2,Uncertified Write In,Antonio Jamal PettyJohnBlue,0.0032040064630656203
2024,3,Steve Novick,Angelita Morillo,0.03452526552801782
2024,3,Steve Novick,Tiffany Koyama Lane,-0.008722450622704714
2024,3,Steve Novick,Jesse Cornett,0.1097575888428084
2024,3,Steve Novick,Rex Burkholder,0.1099503285780229
2024,3,Steve Novick,Chris Flanary,-0.07465862380970834
2024,3,Steve Novick,Cristal Azul Otero,0.09564442793497019
2024,3,Steve Novick,Philippe Knab,0.15383105655098306
2024,3,Steve Novick,Kezia Wanner,0.00034060170593686045
2024,3,Steve Novick,Ahlam K Osman,-0.20108043773788625
2024,3,Steve Novick,Daniel DeMelo,-0.09132459955191419
2024,3,Steve Novick,Harrison Kass,-0.16352398432063547
2024,3,Steve Novick,Jonathan (Jon) Walker,-0.06447067397490402
2024,3,Steve Novick,Luke Zak,-0.1764754097123049
2024,3,Steve Novick,Sandeep Bali,-0.27905877552852276
2024,3,Steve Novick,Brian Conley,-0.3200565641761788
2024,3,Steve Novick,Melodie Beirwagen,-0.31695278229642837
2024,3,Steve Novick,Matthew (Matt) Anderson,-0.2772285109005172
2024,3,Steve Novick,Heart Free Pham,-0.2759092888074258
2024,3,Steve Novick,Theo Hathaway Saner,-0.3679489687297945
2024,3,Steve Novick,Dan Gilk,-0.2692577399440786
2024,3,Steve Novick,Terry Parker,-0.33129575671638545
2024,3,Steve Novick,Kelly Janes (KJ),-0.2819089733804165
2024,3,Steve Novick,Christopher Brummer,-0.24413296570616122
2024,3,Steve Novick,Kenneth (Kent) R Landgraver III,-0.32278844316223837
2024,3,Steve Novick,John Sweeney,-0.15668702185875816
2024,3,Steve Novick,Patrick Hilton,-0.29035798775551463
2024,3,Steve Novick,Jaclyn Smith-Moore,-0.3375736156015225
2024,3,Steve Novick,David O'Connor,-0.2640707263554926
2024,3,Steve Novick,Clifford Higgins,-0.2690061184903084
2024,3,Steve Novick,Uncertified Write In,-0.2523860520100425
2024,3,Angelita Morillo,Steve Novick,0.03202164589020495
2024,3,Angelita Morillo,Tiffany Koyama Lane,0.1926885017895883
2024,3,Angelita Morillo,Jesse Cornett,0.07639795038163122
2024,3,Angelita Morillo,Rex Burkholder,0.07331928464867576
2024,3,Angelita Morillo,Chris Flanary,0.2625373709863986
2024,3,Angelita Morillo,Cristal Azul Otero,0.05285790022097492
2024,3,Angelita Morillo,Philippe Knab,-0.028861846688929216
2024,3,Angelita Morillo,Kezia Wanner,-0.26996511108701915
2024,3,Angelita Morillo,Ahlam K Osman,0.25691806949889373
2024,3,Angelita Morillo,Daniel DeMelo,-0.16399495612900117
2024,3,Angelita Morillo,Harrison Kass,-0.4218905457637695
2024,3,Angelita Morillo,Jonathan (Jon) Walker,-0.20118134468619592
2024,3,Angelita Morillo,Luke Zak,0.16449741339292345
2024,3,Angelita Morillo,Sandeep Bali,-0.31499964707346384
2024,3,Angelita Morillo,Brian Conley,0.08721022735922224
2024,3,Angelita Morillo,Melodie Beirwagen,-0.22777611042329743
2024,3,Angelita Morillo,Matthew (Matt) Anderson,-0.2630454404217963
2024,3,Angelita Morillo,Heart Free Pham,-0.12001588401111474
2024,3,Angelita Morillo,Theo Hathaway Saner,0.1029225833007108
2024,3,Angelita Morillo,Dan Gilk,-0.3068061910858027
2024,3,Angelita Morillo,Terry Parker,-0.46779613843121476
2024,3,Angelita Morillo,Kelly Janes (KJ),-0.08001460159322332
2024,3,Angelita Morillo,Christopher Brummer,-0.20177916640470728
2024,3,Angelita Morillo,Kenneth (Kent) R Landgraver III,-0.3771168222521083
2024,3,Angelita Morillo,John Sweeney,-0.36024693275052455
2024,3,Angelita Morillo,Patrick Hilton,-0.28200450579321473
2024,3,Angelita Morillo,Jaclyn Smith-Moore,-0.05061620648178189
2024,3,Angelita Morillo,David O'Connor,-0.32342658951088465
2024,3,Angelita Morillo,Clifford Higgins,-0.1930207928132192
2024,3,Angelita Morillo,Uncertified Write In,-0.2922971899188076
2024,3,Tiffany Koyama Lane,Steve Novick,-0.007817131508081832
2024,3,Tiffany Koyama Lane,Angelita Morillo,0.18619073884405402
2024,3,Tiffany Koyama Lane,Jesse Cornett,-0.010322530191607782
2024,3,Tiffany Koyama Lane,Rex Burkholder,-0.015253950893830193
2024,3,Tiffany Koyama Lane,Chris Flanary,0.25634567083830406
2024,3,Tiffany Koyama Lane,Cristal Azul Otero,-0.13619056991299866
2024,3,Tiffany Koyama Lane,Philippe Knab,-0.18533190914957898
2024,3,Tiffany Koyama Lane,Kezia Wanner,-0.18984344165922235
2024,3,Tiffany Koyama Lane,Ahlam K Osman,0.2572345669763505
2024,3,Tiffany Koyama Lane,Daniel DeMelo,-0.15540042991581182
2024,3,Tiffany Koyama Lane,Harrison Kass,-0.3279173461698778
2024,3,Tiffany Koyama Lane,Jonathan (Jon) Walker,-0.15327733914412317
2024,3,Tiffany Koyama Lane,Luke Zak,0.15943427017845802
2024,3,Tiffany Koyama Lane,Sandeep Bali,-0.24447005734546207
2024,3,Tiffany Koyama Lane,Brian Conley,0.08152543171633997
2024,3,Tiffany Koyama Lane,Melodie Beirwagen,-0.13064943481001445
2024,3,Tiffany Koyama Lane,Matthew (Matt) Anderson,-0.1755268245677098
2024,3,Tiffany Koyama Lane,Heart Free Pham,-0.07274540337100621
2024,3,Tiffany Koyama Lane,Theo Hathaway Saner,0.12441915762152256
2024,3,Tiffany Koyama Lane,Dan Gilk,-0.2463292619284741
2024,3,Tiffany Koyama Lane,Terry Parker,-0.39490491708600983
