scope,district,outcome,predictor,family,measure,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,pearson_p_fdr,spearman_p_fdr
district,3,mention_share,contribution_share_medium,bin_shares,other,15,-0.13055821790608893,0.6428079752411898,0.12142857142857141,0.6664011137233892,0.13055821790608893,0.12142857142857141,0.8854573800137001,0.8557600489145146
district,3,mention_share,amount_share_large,bin_shares,dollar share,15,-0.19087658881145206,0.49559609886935596,-0.1537087298313717,0.5844243269545992,0.19087658881145206,0.1537087298313717,0.8854573800137001,0.8557600489145146
district,3,mention_share,contribution_share_large,bin_shares,other,15,-0.17591445897874755,0.5305752352626874,-0.10366402709557626,0.7131333740954289,0.17591445897874755,0.10366402709557626,0.8854573800137001,0.8557600489145146
district,3,first_place_share,total_amount,totals,dollar amount,15,0.9331213808810654,3.868365394437199e-07,0.7607142857142856,0.000991128611982373,0.9331213808810654,0.7607142857142856,4.642038473324639e-06,0.011893543343788476
district,3,first_place_share,total_contribution_count,totals,record count,15,0.8314810555379241,0.00012190577187641262,0.6785714285714285,0.005416550219591711,0.8314810555379241,0.6785714285714285,0.0007314346312584757,0.026039826778861772
district,3,first_place_share,average_contribution,totals,other,15,-0.13638989286262218,0.6279000230801846,0.039285714285714285,0.8894459296739485,0.13638989286262218,0.039285714285714285,0.9104210245546187,0.8894459296739485
district,3,first_place_share,median_contribution,totals,other,15,-0.05013593532386783,0.8591625835608103,0.19842752067539082,0.47836557516861256,0.05013593532386783,0.19842752067539082,0.9104210245546187,0.7175483627529189
district,3,first_place_share,amount_share_micro,bin_shares,dollar share,15,0.05546709221968568,0.844347119424718,-0.05357142857142857,0.8496099367776072,0.05546709221968568,0.05357142857142857,0.9104210245546187,0.8894459296739485
district,3,first_place_share,contribution_share_micro,bin_shares,other,15,-0.033708980261171036,0.9050686986353575,-0.2785714285714285,0.3147094732307908,0.033708980261171036,0.2785714285714285,0.9104210245546187,0.5395019541099271
district,3,first_place_share,amount_share_small,bin_shares,dollar share,15,0.5065980900361476,0.0539639132580762,0.6678571428571428,0.006509956694715443,0.5065980900361476,0.6678571428571428,0.2158556530323048,0.026039826778861772
district,3,first_place_share,contribution_share_small,bin_shares,other,15,0.19794860445764245,0.47944978639000785,0.4678571428571427,0.07863023115438064,0.19794860445764245,0.4678571428571427,0.9104210245546187,0.18871255477051352
district,3,first_place_share,amount_share_medium,bin_shares,dollar share,15,-0.03180115198196706,0.9104210245546187,0.5214285714285714,0.04621923447857305,0.03180115198196706,0.5214285714285714,0.9104210245546187,0.13865770343571915
district,3,first_place_share,contribution_share_medium,bin_shares,other,15,-0.0850679396912788,0.7630861997401811,0.33928571428571425,0.2160289253419548,0.0850679396912788,0.33928571428571425,0.9104210245546187,0.4320578506839096
district,3,first_place_share,amount_share_large,bin_shares,dollar share,15,-0.22718053272846112,0.41549363150659374,-0.1304736892754667,0.6430250116799006,0.22718053272846112,0.1304736892754667,0.9104210245546187,0.8573666822398675
district,3,first_place_share,contribution_share_large,bin_shares,other,15,-0.17654294323176295,0.5290841454534496,-0.04468277029981736,0.8743623219190315,0.17654294323176295,0.04468277029981736,0.9104210245546187,0.8894459296739485
district,4,mention_share,total_amount,totals,dollar amount,17,0.7221600981559784,0.0010614632173519404,0.6862745098039217,0.002349040919826813,0.7221600981559784,0.6862745098039217,0.014860485042927167,0.03288657287757538
district,4,mention_share,total_contribution_count,totals,record count,17,0.6424194916832351,0.005420394445835169,0.5343137254901961,0.027139775804459698,0.6424194916832351,0.5343137254901961,0.037942761120846186,0.16579044587882474
district,4,mention_share,average_contribution,totals,other,17,-0.03017814041330308,0.9084646726909299,0.35539215686274517,0.16154091235760815,0.03017814041330308,0.35539215686274517,0.9084646726909299,0.289481966368625
district,4,mention_share,median_contribution,totals,other,17,-0.1250918366611597,0.632388678679055,0.258118441805799,0.3171794518754647,0.1250918366611597,0.258118441805799,0.8805468044377617,0.3681169497584129
district,4,mention_share,amount_share_micro,bin_shares,dollar share,17,-0.3868996778506187,0.12498227131571424,-0.30147058823529416,0.23962440631044454,0.3868996778506187,0.30147058823529416,0.3447914528689463,0.304976517122384
district,4,mention_share,contribution_share_micro,bin_shares,other,17,-0.12436699681930617,0.6343781251104463,-0.35784313725490197,0.15846398998236902,0.12436699681930617,0.35784313725490197,0.8805468044377617,0.289481966368625
district,4,mention_share,amount_share_small,bin_shares,dollar share,17,0.5282543997882042,0.029272785071041297,0.5122549019607844,0.035526524116891015,0.5282543997882042,0.5122549019607844,0.13660633033152605,0.16579044587882474
district,4,mention_share,contribution_share_small,bin_shares,other,17,0.3458547272816852,0.17389748799037785,0.3504901960784314,0.16781533363739962,0.3458547272816852,0.3504901960784314,0.3477949759807557,0.289481966368625
district,4,mention_share,amount_share_medium,bin_shares,dollar share,17,0.2507860780969428,0.33160179863802786,0.32250159341889906,0.20677283312044645,0.2507860780969428,0.32250159341889906,0.5803031476165488,0.289481966368625
district,4,mention_share,contribution_share_medium,bin_shares,other,17,-0.05058320883733519,0.8471184676383328,0.43041087182522264,0.08459985790875865,0.05058320883733519,0.43041087182522264,0.9084646726909299,0.289481966368625
